12/01/2018 04:13,,,
Código,Descrição,Início de Vigência,Fim de Vigência
8943208,EADI SANTO ANDRE TERMINAL DE CARGAS LTDA.,12/01/2017,-
8943209,EADI-LACHMANN TERMINAIS LTDA.-SAO BERNARDO DO CAMPO/SP,12/01/2017,-
8943210,PORTO SECO TRANSQUADROS ARM.GERAIS ALF.S/A-GUARULHOS/S,21/11/2011,-
8943211,ELOG SUDESTE S/A,12/01/2017,-
8944101,ENTREP.ADUANEIRO-USO PUBL.FEIRAS-ASSOC.BR.500-SAO PAULO/SP,21/02/2011,-
8944104,ENTREP.ADUANEIRO-USO PUBLICO-EXPOSIÇÃO-BRASIL CONNECTS,21/02/2011,-
8944105,BRASIL CONNECTS CULTURA - ENTREP.ADUANEIRO-EXPOSICAO,21/02/2011,-
8944107,FUNDACAO BIENAL DE SAO PAULO - ENTREP. ADUANEIRO,21/02/2011,-
8945201,IRF-SP (NACIONALIZACAO RECOF),22/08/2011,-
8947102,DEA - GENERAL ELETRIC DO BRASIL S/A - JURUBATUBA/SP,21/02/2011,-
8947103,DEA - MOTORES ROLLS ROYCE LTDA - SAO BERNARDO DO CAMPO/SP,21/02/2011,-
8947104,DEA - PHILIPS MEDICAL SYSTEMS LTDA - SAO PAULO/SP,21/02/2011,-
8947106,DEA - HELIBRAS - JURUBATUBA - SAO PAULO/SP,21/02/2011,-
8947107,DEA - SIEMENS SA - LAPA - SAO PAULO/SP,21/02/2011,-
8947108,DEPóSITO ESPECIAL - ALF/SãO PAULO,12/01/2017,-
8949901,OUTROS - EVENTOS CULTURAIS E ESPORTIVOS - COPA 2014,09/05/2014,-
9100001,PATIO DO PORTO DE ITAJAI,21/02/2011,-
9100002,PÁTIO DO PORTO DE NAVEGANTES,21/02/2011,-
9101101,AEROPORTO INTER.MIN.VICTOR KONDER-NAVEGANTES/SC,12/01/2017,-
9101301,PORTO MAR.ALF-ITAJAI-SUPERINT. DO PORTO DE ITAJAI/SC,12/01/2017,-
9101401,INST.PORT.MAR.ALF.USO PRIVATIVO MISTO-APM TERMINALS ITAJAÍ S/A,12/01/2017,-
9101402,BARRA DO RIO TERMINAL PORTUÁRIO S/A.,02/10/2017,-
9101601,INST.PORT.FLUV.USO PRIVATIVO - SEARA ALIMENTOS S/A.,12/01/2017,-
9101602,INST. PORT. FLUVIAL DE USO PRIVAT. MISTO_- PORTONAVE S/A,12/01/2017,-
9101603,INST. PORT. FLUVIAL DE USO PRIVAT. MISTO_- TEPORTI,12/01/2017,-
9101604,INST. PORT. FLUVIAL DE USO PRIV. POLY TERMINAIS PORTUARIO,12/01/2017,-
9102703,ITAZEM LOGÍSTICA PORTUÁRIA S/A,12/01/2017,-
9102708,CONEXÃO MARÍTIMA - SERVIÇOS LOGÍSTICOS S.A.,02/10/2017,-
9103001,CLIA - LOCALFRIO S.A. ARMAZÉNS GERAIS FRIGORÍFICOS,02/10/2017,-
9103201,CLIA - MULTILOG S.A.,16/08/2017,-
9103202,PORTO SECO - BRASFRIGO S.A.,26/07/2017,-
9121302,INST.PORT.MAR.ALF.USO PUBLICO-TERM.P.P.FELIX S/A-PARANAGUA/P,12/01/2017,-
9139801,DRF-BLUMENAU-NACIONALIZAÇÃO ADM.TEMP.(NOTICIA82/06),13/07/2010,-
9151201,TECA I - EMPR. BRAS. DE INFRA-ESTRUTURA AEROPORTUARIA,12/01/2017,-
9169801,NACIONALIZACAO_ADM TEMP (NOTICIA 82/06),05/02/2010,-
9203201,PORTO SECO - CIA. DESENV. AGROPEC. PARANÁ CODAPAR,26/07/2017,-
9211901,PONTO DE FRONTEIRA (BRASIL/ARGENTINA) STO ANT. DO SUDOESTE/PR,01/01/2018,-
9221901,PONTO DE FRONTEIRA ALFANDEGADO (BR/ARG)-CAPANEMA,01/01/2018,-
9309801,NACIONALIZACAO ADM TEMP (NOTICIA 82/06),18/11/2009,-
9401101,AEROPORTO INTERNACIONAL DE MARINGA,13/08/2009,-
9401102,TECA AEROPORTO INT MARINGA,14/08/2009,-
9403201,CLIA - MULTILOG MARINGÁ ARMAZÉNS GERAIS LTDA,16/08/2017,-
9500001,PATIO DA PONTE TANCREDO NEVES,01/01/2018,-
9500002,PATIO DA PONTE DA AMIZADE,01/01/2018,-
9500003,PATIO DA AREA DE CONT. INTEG. PY/BR CIUDAD DEL ESTE,01/01/2018,-
9501101,AEROPORTO INTERNACIONAL DE FOZ DE IGUACU - FOZ DE IGUACU/PR -INFRAERO,01/01/2018,-
9501601,INST.PORT.FLUV.MISTO-PORTO DO RIO IGUACU TER.FLUV.COM.LTDA,01/01/2018,-
9501901,PONTE DA AMIZADE (BRASIL/PARAGUAI) FOZ DE IGUACU/PR- PONTO D E FRONTEIRA ,01/01/2018,-
9501902,PONTE PTE. TANCREDO NEVES (BRASIL/ARGENTINA) FOZ DE IGUACU/PRPONTO DE ,01/01/2018,-
9502601,AREA DE CONTROLE INTEGRADO-CIDAD DEL ESTE-PY/F.IGUAÇU/BR,01/01/2018,-
9502801,DEPóSITO DE MERCADORIAS APREENDIDAS - DRF/FOZ IGUAçU,01/01/2018,-
9503201,PORTO SECO - MULTILOG SUL ARMAZÉNS GERAIS LTDA.,01/01/2018,-
9511501,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ,01/01/2018,-
9701201,AEROPORTO LAURO CARNEIRO DE LOYOLA - JOINVILLE - SC,12/01/2017,-
9703001,CLIA - MULTILOG S.A.,26/07/2017,-
9801301,PORTO DE PARANAGUA-PARANAGUA/PR- ADM DOS PT DE PAR.E ANT.,12/01/2017,-
9801303,TCP - TERMINAL DE CONTEINERES DE PARANAGUA S/A,12/01/2017,-
9801304,INST.PORT.MAR.ALF. COTRIGUAÇU COOPERATIVA CENTRAL,12/01/2017,-
9801305,INST.PORT.MARIT.DE USO PUBLICO - PETROBRAS TRANSPORTE S.A.,12/01/2017,-
9801306,INTERALLI ADMINISTRAÇÃO E PARTICIPAÇÕES S/A,12/01/2017,-
9801307,INST.PORT.MAR.ALF.-USO PúBL.-ADM.PORTOS PARANAGUá/ANTONINA,12/01/2017,-
9801308,ROCHA TERMINAIS PORTUÁRIOS E LOGÍSTICA S/A,12/01/2017,-
9801309,TEPAGUÁ - TERMINAL PúBLICO DE ÁLCOOL DO PORTO DE PARANAGUá,27/12/2017,-
9801402,INST.PORT.MAR.ALF.USO PRIV.WOLKSWAGEN DO BRASIL-P.PARANAGUA,12/01/2017,-
9801403,INST.PORT.MAR.ALF.USO PRIVATIVO-CATTALINI LTDA-P.PARANAGUA,12/01/2017,-
9801404,INST.PORT.MAR.ALF.-USO PRIV. FOSPAR S/A-PT.ORG. PARANAGUA/PR,12/01/2017,-
9801405,INST.PORT.MAR.ALF-USO PRIVAT.CARGIL AGR.S/A-PT. PARANAGUA/PR,12/01/2017,-
9801406,INST.PORT.MAR.ALF-USO PRIV.- PASA S/A - PARANAGUA/PR,12/01/2017,-
9801407,INST.PORT.MARIT.ALF.USO PRIV.MISTO-BUNGE ALIM.S/A,12/01/2017,-
9801408,INST.PORT.MAR.ALF.USO MISTO-ROCHA TOP TERM.OP.PORT.LTDA.PARANAGUÁ/PR,12/01/2017,-
9801410,CENTRO SUL SERVIÇOS MARÍTIMOS LTDA,12/01/2017,-
9801411,INST.PORT.MAR.ALF.USO MISTO - COAMO,12/01/2017,-
9801412,INST.PORT.MAR.ALF.USO MISTO - LOUIS DREYFUS,12/01/2017,-
9802201,TANQUE ALFANDEGADO-UNIAO VOPAK ARM.GERAIS-PARANAGUA/PR,12/01/2017,-
9802202,TANQUE ALFANDEGADO - BUNGE ALIMENTOS S/A,12/01/2017,-
9802203,TANQUE ALFANDEGADO - ARMAZENS GERAIS TERMINAIS LTDA,12/01/2017,-
9802204,CPA TERMINAL PARANAGUÁ S.A,05/05/2017,-
9802205,CIMBESSUL S.A. CENTRO INT. DE MERC. BENS E SERV. DO MERCOSUL,22/09/2017,-
9802206,ROCHA TERMINAIS PORTUÁRIOS E LOGÍSTICA S.A.,27/12/2017,-
9802703,REDEX-CIA PRODUTORES ARM.GERAIS-PARANAGUA/PR,12/01/2017,-
9802705,REDEX-MARTINI MEAT S/A - PARANAGUA/PR,12/01/2017,-
9802713,SULTERMINAIS DE ARMAZÉNS GERAIS LTDA.,06/11/2017,-
9807401,DEPOSITO FRANCO-REP.DO PARAGUAI-PARANAGUA/PR,26/01/2009,-
9911701,PORTO DE GUAIRA - PORTO LACUSTRE ALF./PUBLICO - GUAIRA/PR,01/01/2018,-
9951101,AEROPORTO INTERN.ALF.HERCILIO LUZ-INFRAERO-FLORIANOPOLIS/SC,01/01/2018,-
9961901,PONTO FRONTEIRA(BRASIL/ARGENTINA)ACI/CARGAS-DIONISIO CERQUEIRA/SC,01/01/2018,-
9961902,PONTO FRONTEIRA (BRASIL/ARGENT)-TURISMO/SUBSISTENCIA DION CQ,01/01/2018,-
9971301,PORTO DE IMBITUBA - SCPAR PORTO DE IMBITUBA S/A - IMBITUBA/SC,01/01/2018,-
9971302,INSTALACOES PORT.USO PUBLICO/CRB OPERACOES PORTUARIAS S/A,01/01/2018,-
9971303,INST.PORT.USO PUB-TECON-SANTOS BRASIL PARTICIPAÇÕES,01/01/2018,-
9971304,INST.PORT.USO PUB-TCG-SANTOS BRASIL PARTICIPAÇÕES,01/01/2018,-
9981301,PORTO DE SÃO FRANCISCO DO SUL - SÃO FRANCISCO,12/01/2017,-
9981302,INST.PORT.MAR.ALF.USO PUBLICO-TERMINAL BABITONGA S/A-SC,12/01/2017,-
9981401,INST.PORT.MAR.ALF-USO PRIVATIVO-TRANSPETRO S/A-S.FRANC.SUL/S,12/01/2017,-
9981402,INST.PORT.MAR.ALF-USO PRIVATIVO-TERLOGS TERMI,12/01/2017,-
9981403,ITAPOÁ TERMINAIS PORTUÁRIOS S/A,12/01/2017,-
9982201,BUNGE ALIMENTOS S/A,12/01/2017,-
9983001,CLIA - CENTRO LOGÍST. INTEGRADO FASTCARGO S.A.,26/07/2017,-
9983201,PORTO SECO - ROCHA TERMINAIS DE CARGA LTDA.,26/07/2017,-
9991101,AER.INTER.ALF.AFONSO PENA - INFRAERO,01/01/2018,-
9992001,RPI-SETOR DE ENCOM.INTERN.DA ECT-CURITIBA/PR,01/01/2018,-
9993201,CLIA - MULTILOG SUL ARMAZÉNS GERAIS LTDA,01/01/2018,-
9993202,PORTO SECO - MULTILOG SUL ARMAZÉNS GERAIS LTDA.,01/01/2018,-
9995301,IRF CURITIBA (REC. ESP. DE ENERGIA ELETRICA EXP. E IMP.),01/01/2018,-
9996103,DFA BRASIL COMÉRCIO E DISTRIBUIÇÃO LTDA-LFR DESEMBARQUE,01/01/2018,-
9996104,DFA BRASIL COMÉRCIO E DISTRIBUIÇÃO LTDA-LFR E,01/01/2018,-
9997201,AMERICAN AIRLINES INC. - DAF,01/01/2018,-
9997702,DFA BRASIL COMÉRCIO E DISTRIBUIÇÃO LTDA-DEP.LOJA FRANCA,01/01/2018,-
