12/01/2018 04:13,,,
Código,Descrição,Início de Vigência,Fim de Vigência
8888888,EST. EXPORTADOR - RIO VERDE DE MATO GROSSO,08/09/2017,-
8888888,EST. EXPORTADOR - DOURADOS,08/09/2017,-
8888888,EST. EXPORTADOR - NAVIRAI,08/09/2017,-
8888888,EST. EXPORTADOR - PALMAS,08/09/2017,-
8888888,EST. EXPORTADOR - ARAGUAINA,08/09/2017,-
8888888,EST. EXPORTADOR - DIANOPOLIS,08/09/2017,-
8888888,EST. EXPORTADOR - GURUPI,08/09/2017,-
8888888,EST. EXPORTADOR - MIRACEMA DO TOCANTINS,08/09/2017,-
8888888,EST. EXPORTADOR - PARAISO DO TOCANTINS,08/09/2017,-
8888888,EST. EXPORTADOR - FORTALEZA,08/09/2017,-
8888888,EST. EXPORTADOR - BELEM,08/09/2017,-
8888888,EST. EXPORTADOR - CAPANEMA,08/09/2017,-
8888888,EST. EXPORTADOR - ABAETETUBA,08/09/2017,-
8888888,EST. EXPORTADOR - BRAGANCA,08/09/2017,-
8888888,EST. EXPORTADOR - CASTANHAL,08/09/2017,-
8888888,EST. EXPORTADOR - CONCEICAO DO ARAGUAIA,08/09/2017,-
8888888,EST. EXPORTADOR - PARAGOMINAS,08/09/2017,-
8888888,EST. EXPORTADOR - TUCURUI,08/09/2017,-
8888888,EST. EXPORTADOR - ANANINDEUA,08/09/2017,-
8888888,EST. EXPORTADOR - SANTAREM,08/09/2017,-
8888888,EST. EXPORTADOR - ITAITUBA,08/09/2017,-
8888888,EST. EXPORTADOR - ORIXIMINA,08/09/2017,-
8888888,EST. EXPORTADOR - ALTAMIRA,08/09/2017,-
8888888,EST. EXPORTADOR - ALMEIRIM,08/09/2017,-
8888888,EST. EXPORTADOR - MARABA,08/09/2017,-
8888888,EST. EXPORTADOR - REDENCAO,08/09/2017,-
8888888,EST. EXPORTADOR - BARCARENA,08/09/2017,-
8888888,EST. EXPORTADOR - BREVES,08/09/2017,-
8888888,EST. EXPORTADOR - MANAUS,08/09/2017,-
8888888,EST. EXPORTADOR - MANACAPURU,08/09/2017,-
8888888,EST. EXPORTADOR - MAUES,08/09/2017,-
8888888,EST. EXPORTADOR - PARINTINS,08/09/2017,-
8888888,EST. EXPORTADOR - TEFE,08/09/2017,-
8888888,EST. EXPORTADOR - SAO GABRIEL DA CACHOEIRA,08/09/2017,-
8888888,EST. EXPORTADOR - HUMAITA,08/09/2017,-
8888888,EST. EXPORTADOR - TABATINGA,08/09/2017,-
8888888,EST. EXPORTADOR - MANAUS,08/09/2017,-
8888888,EST. EXPORTADOR - TABATINGA,08/09/2017,-
8888888,EST. EXPORTADOR - MANAUS,08/09/2017,-
8888888,EST. EXPORTADOR - RIO BRANCO,08/09/2017,-
8888888,EST. EXPORTADOR - SENA MADUREIRA,08/09/2017,-
8888888,EST. EXPORTADOR - CRUZEIRO DO SUL,08/09/2017,-
8888888,EST. EXPORTADOR - ASSIS BRASIL,08/09/2017,-
8888888,EST. EXPORTADOR - MACAPA,08/09/2017,-
8888888,EST. EXPORTADOR - OIAPOQUE,08/09/2017,-
8888888,EST. EXPORTADOR - SANTANA,08/09/2017,-
8888888,EST. EXPORTADOR - PORTO VELHO,08/09/2017,-
8888888,EST. EXPORTADOR - GUAJARA MIRIM,08/09/2017,-
8888888,EST. EXPORTADOR - VILHENA,08/09/2017,-
8888888,EST. EXPORTADOR - JI PARANA,08/09/2017,-
8888888,EST. EXPORTADOR - BOA VISTA,08/09/2017,-
8888888,EST. EXPORTADOR - PACARAIMA,08/09/2017,-
8888888,EST. EXPORTADOR - BONFIM,08/09/2017,-
8888888,EST. EXPORTADOR - FORTALEZA,08/09/2017,-
8888888,EST. EXPORTADOR - ACARAU,08/09/2017,-
8888888,EST. EXPORTADOR - CRATEUS,08/09/2017,-
8888888,EST. EXPORTADOR - ITAPIPOCA,08/09/2017,-
8888888,EST. EXPORTADOR - MARANGUAPE,08/09/2017,-
8888888,EST. EXPORTADOR - QUIXADA,08/09/2017,-
8888888,EST. EXPORTADOR - RUSSAS,08/09/2017,-
8888888,EST. EXPORTADOR - CAUCAIA,08/09/2017,-
8888888,EST. EXPORTADOR - JUAZEIRO DO NORTE,08/09/2017,-
8888888,EST. EXPORTADOR - IGUATU,08/09/2017,-
8888888,EST. EXPORTADOR - SOBRAL,08/09/2017,-
8888888,EST. EXPORTADOR - CAMOCIM,08/09/2017,-
8888888,EST. EXPORTADOR - SAO LUIS,08/09/2017,-
8888888,EST. EXPORTADOR - BACABAL,08/09/2017,-
8888888,EST. EXPORTADOR - PINHEIRO,08/09/2017,-
8888888,EST. EXPORTADOR - SANTA INES,08/09/2017,-
8888888,EST. EXPORTADOR - IMPERATRIZ,08/09/2017,-
8888888,EST. EXPORTADOR - CAROLINA,08/09/2017,-
8888888,EST. EXPORTADOR - BALSAS,08/09/2017,-
8888888,EST. EXPORTADOR - CAXIAS,08/09/2017,-
8888888,EST. EXPORTADOR - CODO,08/09/2017,-
8888888,EST. EXPORTADOR - PRESIDENTE DUTRA,08/09/2017,-
8888888,EST. EXPORTADOR - TERESINA,08/09/2017,-
8888888,EST. EXPORTADOR - PIRIPIRI,08/09/2017,-
8888888,EST. EXPORTADOR - PARNAIBA,08/09/2017,-
8888888,EST. EXPORTADOR - FLORIANO,08/09/2017,-
8888888,EST. EXPORTADOR - SAO RAIMUNDO NONATO,08/09/2017,-
8888888,EST. EXPORTADOR - PICOS,08/09/2017,-
8888888,EST. EXPORTADOR - RECIFE,08/09/2017,-
8888888,EST. EXPORTADOR - GOIANIA,08/09/2017,-
8888888,EST. EXPORTADOR - LIMOEIRO,08/09/2017,-
8888888,EST. EXPORTADOR - PAULISTA,08/09/2017,-
8888888,EST. EXPORTADOR - JABOATAO DOS GUARARAPES,08/09/2017,-
8888888,EST. EXPORTADOR - BARREIROS,08/09/2017,-
8888888,EST. EXPORTADOR - CABO DE SANTO AGOSTINHO,08/09/2017,-
8888888,EST. EXPORTADOR - PALMARES,08/09/2017,-
8888888,EST. EXPORTADOR - VITORIA DE SANTO ANTAO,08/09/2017,-
8888888,EST. EXPORTADOR - CARUARU,08/09/2017,-
8888888,EST. EXPORTADOR - ARCOVERDE,08/09/2017,-
8888888,EST. EXPORTADOR - GARANHUNS,08/09/2017,-
8888888,EST. EXPORTADOR - SERRA TALHADA,08/09/2017,-
8888888,EST. EXPORTADOR - PETROLINA,08/09/2017,-
8888888,EST. EXPORTADOR - SALGUEIRO,08/09/2017,-
8888888,EST. EXPORTADOR - ARARIPINA,08/09/2017,-
8888888,EST. EXPORTADOR - RECIFE,08/09/2017,-
8888888,EST. EXPORTADOR - NATAL,08/09/2017,-
8888888,EST. EXPORTADOR - CAICO,08/09/2017,-
8888888,EST. EXPORTADOR - CURRAIS NOVOS,08/09/2017,-
8888888,EST. EXPORTADOR - ASSU,08/09/2017,-
8888888,EST. EXPORTADOR - PARNAMIRIM,08/09/2017,-
8888888,EST. EXPORTADOR - PARNAMIRIM,08/09/2017,-
8888888,EST. EXPORTADOR - NATAL,08/09/2017,-
8888888,EST. EXPORTADOR - MOSSORO,08/09/2017,-
8888888,EST. EXPORTADOR - AREIA BRANCA,08/09/2017,-
8888888,EST. EXPORTADOR - JOAO PESSOA,08/09/2017,-
8888888,EST. EXPORTADOR - GUARABIRA,08/09/2017,-
8888888,EST. EXPORTADOR - ITABAIANA,08/09/2017,-
8888888,EST. EXPORTADOR - SANTA RITA,08/09/2017,-
8888888,EST. EXPORTADOR - CABEDELO,08/09/2017,-
8888888,EST. EXPORTADOR - CAMPINA GRANDE,08/09/2017,-
8888888,EST. EXPORTADOR - PATOS,08/09/2017,-
8888888,EST. EXPORTADOR - SOUSA,08/09/2017,-
8888888,EST. EXPORTADOR - CAJAZEIRAS,08/09/2017,-
8888888,EST. EXPORTADOR - MACEIO,08/09/2017,-
8888888,EST. EXPORTADOR - ARAPIRACA,08/09/2017,-
8888888,EST. EXPORTADOR - PALMEIRA DOS INDIOS,08/09/2017,-
8888888,EST. EXPORTADOR - PENEDO,08/09/2017,-
8888888,EST. EXPORTADOR - SANTANA DO IPANEMA,08/09/2017,-
8888888,EST. EXPORTADOR - UNIAO DOS PALMARES,08/09/2017,-
8888888,EST. EXPORTADOR - DELMIRO GOUVEIA,08/09/2017,-
8888888,EST. EXPORTADOR - MACEIO,08/09/2017,-
8888888,EST. EXPORTADOR - SALVADOR,08/09/2017,-
8888888,EST. EXPORTADOR - FEIRA DE SANTANA,08/09/2017,-
8888888,EST. EXPORTADOR - BARREIRAS,08/09/2017,-
8888888,EST. EXPORTADOR - EUCLIDES DA CUNHA,08/09/2017,-
8888888,EST. EXPORTADOR - IBOTIRAMA,08/09/2017,-
8888888,EST. EXPORTADOR - IRECE,08/09/2017,-
8888888,EST. EXPORTADOR - ITABERABA,08/09/2017,-
8888888,EST. EXPORTADOR - JACOBINA,08/09/2017,-
8888888,EST. EXPORTADOR - JUAZEIRO,08/09/2017,-
8888888,EST. EXPORTADOR - SEABRA,08/09/2017,-
8888888,EST. EXPORTADOR - SENHOR DO BONFIM,08/09/2017,-
8888888,EST. EXPORTADOR - SERRINHA,08/09/2017,-
8888888,EST. EXPORTADOR - PAULO AFONSO,08/09/2017,-
8888888,EST. EXPORTADOR - RIBEIRA DO POMBAL,08/09/2017,-
8888888,EST. EXPORTADOR - CRUZ DAS ALMAS,08/09/2017,-
8888888,EST. EXPORTADOR - SANTO ANTONIO DE JESUS,08/09/2017,-
8888888,EST. EXPORTADOR - VITORIA DA CONQUISTA,08/09/2017,-
8888888,EST. EXPORTADOR - BOM JESUS DA LAPA,08/09/2017,-
8888888,EST. EXPORTADOR - BRUMADO,08/09/2017,-
8888888,EST. EXPORTADOR - GUANAMBI,08/09/2017,-
8888888,EST. EXPORTADOR - ITAPETINGA,08/09/2017,-
8888888,EST. EXPORTADOR - JEQUIE,08/09/2017,-
8888888,EST. EXPORTADOR - SANTA MARIA DA VITORIA,08/09/2017,-
8888888,EST. EXPORTADOR - CAMACARI,08/09/2017,-
8888888,EST. EXPORTADOR - ALAGOINHAS,08/09/2017,-
8888888,EST. EXPORTADOR - ITABUNA,08/09/2017,-
8888888,EST. EXPORTADOR - EUNAPOLIS,08/09/2017,-
8888888,EST. EXPORTADOR - IPIAU,08/09/2017,-
8888888,EST. EXPORTADOR - ITAMARAJU,08/09/2017,-
8888888,EST. EXPORTADOR - VALENCA,08/09/2017,-
8888888,EST. EXPORTADOR - PORTO SEGURO,08/09/2017,-
8888888,EST. EXPORTADOR - ILHEUS,08/09/2017,-
8888888,EST. EXPORTADOR - ARACAJU,08/09/2017,-
8888888,EST. EXPORTADOR - ESTANCIA,08/09/2017,-
8888888,EST. EXPORTADOR - ITABAIANA,08/09/2017,-
8888888,EST. EXPORTADOR - PROPRIA,08/09/2017,-
8888888,EST. EXPORTADOR - BELO HORIZONTE,08/09/2017,-
8888888,EST. EXPORTADOR - CONSELHEIRO LAFAIETE,08/09/2017,-
8888888,EST. EXPORTADOR - OURO PRETO,08/09/2017,-
8888888,EST. EXPORTADOR - JOAO MONLEVADE,08/09/2017,-
8888888,EST. EXPORTADOR - CORINTO,08/09/2017,-
8888888,EST. EXPORTADOR - GOVERNADOR VALADARES,08/09/2017,-
8888888,EST. EXPORTADOR - TEOFILO OTONI,08/09/2017,-
8888888,EST. EXPORTADOR - AIMORES,08/09/2017,-
8888888,EST. EXPORTADOR - ALMENARA,08/09/2017,-
8888888,EST. EXPORTADOR - CARATINGA,08/09/2017,-
8888888,EST. EXPORTADOR - MANHUACU,08/09/2017,-
8888888,EST. EXPORTADOR - MANTENA,08/09/2017,-
8888888,EST. EXPORTADOR - NANUQUE,08/09/2017,-
8888888,EST. EXPORTADOR - PEDRA AZUL,08/09/2017,-
8888888,EST. EXPORTADOR - GUANHAES,08/09/2017,-
8888888,EST. EXPORTADOR - JUIZ DE FORA,08/09/2017,-
8888888,EST. EXPORTADOR - CATAGUASES,08/09/2017,-
8888888,EST. EXPORTADOR - BARBACENA,08/09/2017,-
8888888,EST. EXPORTADOR - CARANGOLA,08/09/2017,-
8888888,EST. EXPORTADOR - MURIAE,08/09/2017,-
8888888,EST. EXPORTADOR - SAO JOAO DEL REI,08/09/2017,-
8888888,EST. EXPORTADOR - UBA,08/09/2017,-
8888888,EST. EXPORTADOR - VICOSA,08/09/2017,-
8888888,EST. EXPORTADOR - ANDRELANDIA,08/09/2017,-
8888888,EST. EXPORTADOR - MURIAE,08/09/2017,-
8888888,EST. EXPORTADOR - PONTE NOVA,08/09/2017,-
8888888,EST. EXPORTADOR - UBERABA,08/09/2017,-
8888888,EST. EXPORTADOR - ARAXA,08/09/2017,-
8888888,EST. EXPORTADOR - FRUTAL,08/09/2017,-
8888888,EST. EXPORTADOR - ITURAMA,08/09/2017,-
8888888,EST. EXPORTADOR - SAO GOTARDO,08/09/2017,-
8888888,EST. EXPORTADOR - VARGINHA,08/09/2017,-
8888888,EST. EXPORTADOR - ITAJUBA,08/09/2017,-
8888888,EST. EXPORTADOR - LAVRAS,08/09/2017,-
8888888,EST. EXPORTADOR - ALFENAS,08/09/2017,-
8888888,EST. EXPORTADOR - POUSO ALEGRE,08/09/2017,-
8888888,EST. EXPORTADOR - SANTA RITA DO SAPUCAI,08/09/2017,-
8888888,EST. EXPORTADOR - SAO LOURENCO,08/09/2017,-
8888888,EST. EXPORTADOR - TRES CORACOES,08/09/2017,-
8888888,EST. EXPORTADOR - TRES PONTAS,08/09/2017,-
8888888,EST. EXPORTADOR - DIVINOPOLIS,08/09/2017,-
8888888,EST. EXPORTADOR - BOM DESPACHO,08/09/2017,-
8888888,EST. EXPORTADOR - DORES DO INDAIA,08/09/2017,-
8888888,EST. EXPORTADOR - FORMIGA,08/09/2017,-
8888888,EST. EXPORTADOR - ITAUNA,08/09/2017,-
8888888,EST. EXPORTADOR - OLIVEIRA,08/09/2017,-
8888888,EST. EXPORTADOR - PARA DE MINAS,08/09/2017,-
8888888,EST. EXPORTADOR - PASSOS,08/09/2017,-
8888888,EST. EXPORTADOR - SANTO ANTONIO DO MONTE,08/09/2017,-
8888888,EST. EXPORTADOR - CAMPO BELO,08/09/2017,-
8888888,EST. EXPORTADOR - MONTES CLAROS,08/09/2017,-
8888888,EST. EXPORTADOR - JANAUBA,08/09/2017,-
8888888,EST. EXPORTADOR - PIRAPORA,08/09/2017,-
8888888,EST. EXPORTADOR - UBERLANDIA,08/09/2017,-
8888888,EST. EXPORTADOR - ARAGUARI,08/09/2017,-
8888888,EST. EXPORTADOR - ITUIUTABA,08/09/2017,-
8888888,EST. EXPORTADOR - PATOS DE MINAS,08/09/2017,-
8888888,EST. EXPORTADOR - PATROCINIO,08/09/2017,-
8888888,EST. EXPORTADOR - PATROCINIO,08/09/2017,-
8888888,EST. EXPORTADOR - CONTAGEM,08/09/2017,-
8888888,EST. EXPORTADOR - BETIM,08/09/2017,-
8888888,EST. EXPORTADOR - ITABIRA,08/09/2017,-
8888888,EST. EXPORTADOR - POCOS DE CALDAS,08/09/2017,-
8888888,EST. EXPORTADOR - GUAXUPE,08/09/2017,-
8888888,EST. EXPORTADOR - MUZAMBINHO,08/09/2017,-
8888888,EST. EXPORTADOR - SAO SEBASTIAO DO PARAISO,08/09/2017,-
8888888,EST. EXPORTADOR - SETE LAGOAS,08/09/2017,-
8888888,EST. EXPORTADOR - CURVELO,08/09/2017,-
8888888,EST. EXPORTADOR - PARACATU,08/09/2017,-
8888888,EST. EXPORTADOR - DIAMANTINA,08/09/2017,-
8888888,EST. EXPORTADOR - CONFINS INTERNATIONAL,08/09/2017,-
8888888,EST. EXPORTADOR - RIO DE JANEIRO,08/09/2017,-
8888888,EST. EXPORTADOR - CATETE,08/09/2017,-
8888888,EST. EXPORTADOR - IPANEMA,08/09/2017,-
8888888,EST. EXPORTADOR - NITEROI,08/09/2017,-
8888888,EST. EXPORTADOR - NOVA FRIBURGO,08/09/2017,-
8888888,EST. EXPORTADOR - SAO GONCALO,08/09/2017,-
8888888,EST. EXPORTADOR - CABO FRIO,08/09/2017,-
8888888,EST. EXPORTADOR - RIO BONITO,08/09/2017,-
8888888,EST. EXPORTADOR - NOVA IGUACU,08/09/2017,-
8888888,EST. EXPORTADOR - DUQUE DE CAXIAS,08/09/2017,-
8888888,EST. EXPORTADOR - PETROPOLIS,08/09/2017,-
8888888,EST. EXPORTADOR - TERESOPOLIS,08/09/2017,-
8888888,EST. EXPORTADOR - ITAGUAI,08/09/2017,-
8888888,EST. EXPORTADOR - TRES RIOS,08/09/2017,-
8888888,EST. EXPORTADOR - CAMPOS DOS GOITACAZES,08/09/2017,-
8888888,EST. EXPORTADOR - ITAPERUNA,08/09/2017,-
8888888,EST. EXPORTADOR - SANTO ANTONIO DE PADUA,08/09/2017,-
8888888,EST. EXPORTADOR - MACAE,08/09/2017,-
8888888,EST. EXPORTADOR - VOLTA REDONDA,08/09/2017,-
8888888,EST. EXPORTADOR - BARRA DO PIRAI,08/09/2017,-
8888888,EST. EXPORTADOR - RESENDE,08/09/2017,-
8888888,EST. EXPORTADOR - ANGRA DOS REIS,08/09/2017,-
8888888,EST. EXPORTADOR - RIO DE JANEIRO,08/09/2017,-
8888888,EST. EXPORTADOR - CAMPO GRANDE,08/09/2017,-
8888888,EST. EXPORTADOR - RIO DE JANEIRO,08/09/2017,-
8888888,EST. EXPORTADOR - RIO DE JANEIRO,08/09/2017,-
8888888,EST. EXPORTADOR - RIO DE JANEIRO,08/09/2017,-
8888888,EST. EXPORTADOR - MACAE,08/09/2017,-
8888888,EST. EXPORTADOR - RIO DE JANEIRO,08/09/2017,-
8888888,EST. EXPORTADOR - RIO DE JANEIRO,08/09/2017,-
8888888,EST. EXPORTADOR - RIO DE JANEIRO,08/09/2017,-
8888888,EST. EXPORTADOR - RIO DE JANEIRO,08/09/2017,-
8888888,EST. EXPORTADOR - RIO DE JANEIRO,08/09/2017,-
8888888,EST. EXPORTADOR - RIO DE JANEIRO,08/09/2017,-
8888888,EST. EXPORTADOR - ITAGUAI,08/09/2017,-
8888888,EST. EXPORTADOR - VITORIA,08/09/2017,-
8888888,EST. EXPORTADOR - CACHOEIRO DE ITAPEMIRIM,08/09/2017,-
8888888,EST. EXPORTADOR - COLATINA,08/09/2017,-
8888888,EST. EXPORTADOR - LINHARES,08/09/2017,-
8888888,EST. EXPORTADOR - SAO MATEUS,08/09/2017,-
8888888,EST. EXPORTADOR - SERRA,08/09/2017,-
8888888,EST. EXPORTADOR - VILA VELHA,08/09/2017,-
8888888,EST. EXPORTADOR - VITORIA,08/09/2017,-
8888888,EST. EXPORTADOR - SAO PAULO,08/09/2017,-
8888888,EST. EXPORTADOR - LAPA,08/09/2017,-
8888888,EST. EXPORTADOR - ARACATUBA,08/09/2017,-
8888888,EST. EXPORTADOR - ANDRADINA,08/09/2017,-
8888888,EST. EXPORTADOR - PENAPOLIS,08/09/2017,-
8888888,EST. EXPORTADOR - PEREIRA BARRETO,08/09/2017,-
8888888,EST. EXPORTADOR - JALES,08/09/2017,-
8888888,EST. EXPORTADOR - LINS,08/09/2017,-
8888888,EST. EXPORTADOR - BAURU,08/09/2017,-
8888888,EST. EXPORTADOR - BOTUCATU,08/09/2017,-
8888888,EST. EXPORTADOR - JAU,08/09/2017,-
8888888,EST. EXPORTADOR - LENCOIS PAULISTA,08/09/2017,-
8888888,EST. EXPORTADOR - AVARE,08/09/2017,-
8888888,EST. EXPORTADOR - CAMPINAS,08/09/2017,-
8888888,EST. EXPORTADOR - INDAIATUBA,08/09/2017,-
8888888,EST. EXPORTADOR - SUMARE,08/09/2017,-
8888888,EST. EXPORTADOR - PRESIDENTE PRUDENTE,08/09/2017,-
8888888,EST. EXPORTADOR - ADAMANTINA,08/09/2017,-
8888888,EST. EXPORTADOR - DRACENA,08/09/2017,-
8888888,EST. EXPORTADOR - PRESIDENTE VENCESLAU,08/09/2017,-
8888888,EST. EXPORTADOR - PRESIDENTE WENCESLAU,08/09/2017,-
8888888,EST. EXPORTADOR - SANTOS,08/09/2017,-
8888888,EST. EXPORTADOR - ITANHAEM,08/09/2017,-
8888888,EST. EXPORTADOR - REGISTRO,08/09/2017,-
8888888,EST. EXPORTADOR - GUARUJA,08/09/2017,-
8888888,EST. EXPORTADOR - PRAIA GRANDE,08/09/2017,-
8888888,EST. EXPORTADOR - SAO JOSE DO RIO PRETO,08/09/2017,-
8888888,EST. EXPORTADOR - FERNANDOPOLIS,08/09/2017,-
8888888,EST. EXPORTADOR - CATANDUVA,08/09/2017,-
8888888,EST. EXPORTADOR - OLIMPIA,08/09/2017,-
8888888,EST. EXPORTADOR - VOTUPORANGA,08/09/2017,-
8888888,EST. EXPORTADOR - TAUBATE,08/09/2017,-
8888888,EST. EXPORTADOR - CRUZEIRO,08/09/2017,-
8888888,EST. EXPORTADOR - GUARATINGUETA,08/09/2017,-
8888888,EST. EXPORTADOR - PINDAMONHANGABA,08/09/2017,-
8888888,EST. EXPORTADOR - CAMPOS DO JORDAO,08/09/2017,-
8888888,EST. EXPORTADOR - UBATUBA,08/09/2017,-
8888888,EST. EXPORTADOR - RIBEIRAO PRETO,08/09/2017,-
8888888,EST. EXPORTADOR - ARARAQUARA,08/09/2017,-
8888888,EST. EXPORTADOR - BEBEDOURO,08/09/2017,-
8888888,EST. EXPORTADOR - FRANCA,08/09/2017,-
8888888,EST. EXPORTADOR - JABOTICABAL,08/09/2017,-
8888888,EST. EXPORTADOR - SOROCABA,08/09/2017,-
8888888,EST. EXPORTADOR - ITAPETININGA,08/09/2017,-
8888888,EST. EXPORTADOR - ITAPEVA,08/09/2017,-
8888888,EST. EXPORTADOR - ITU,08/09/2017,-
8888888,EST. EXPORTADOR - SAO ROQUE,08/09/2017,-
8888888,EST. EXPORTADOR - TATUI,08/09/2017,-
8888888,EST. EXPORTADOR - GUARULHOS,08/09/2017,-
8888888,EST. EXPORTADOR - SUZANO,08/09/2017,-
8888888,EST. EXPORTADOR - LIMEIRA,08/09/2017,-
8888888,EST. EXPORTADOR - ARARAS,08/09/2017,-
8888888,EST. EXPORTADOR - PIRACICABA,08/09/2017,-
8888888,EST. EXPORTADOR - PIRASSUNUNGA,08/09/2017,-
8888888,EST. EXPORTADOR - MOGI GUACU,08/09/2017,-
8888888,EST. EXPORTADOR - SAO JOAO DA BOA VISTA,08/09/2017,-
8888888,EST. EXPORTADOR - SAO JOSE DO RIO PARDO,08/09/2017,-
8888888,EST. EXPORTADOR - OSASCO,08/09/2017,-
8888888,EST. EXPORTADOR - TABOAO DA SERRA,08/09/2017,-
8888888,EST. EXPORTADOR - COTIA,08/09/2017,-
8888888,EST. EXPORTADOR - SANTO ANDRE,08/09/2017,-
8888888,EST. EXPORTADOR - DIADEMA,08/09/2017,-
8888888,EST. EXPORTADOR - SAO BERNARDO DO CAMPO,08/09/2017,-
8888888,EST. EXPORTADOR - SAO CAETANO DO SUL,08/09/2017,-
8888888,EST. EXPORTADOR - RIO DE JANEIRO,08/09/2017,-
8888888,EST. EXPORTADOR - PENHA,08/09/2017,-
8888888,EST. EXPORTADOR - SAO PAULO,08/09/2017,-
8888888,EST. EXPORTADOR - SAO PAULO,08/09/2017,-
8888888,EST. EXPORTADOR - SANTO AMARO,08/09/2017,-
8888888,EST. EXPORTADOR - MARILIA,08/09/2017,-
8888888,EST. EXPORTADOR - OURINHOS,08/09/2017,-
8888888,EST. EXPORTADOR - PIRAJU,08/09/2017,-
8888888,EST. EXPORTADOR - ASSIS,08/09/2017,-
8888888,EST. EXPORTADOR - TUPA,08/09/2017,-
8888888,EST. EXPORTADOR - SAO JOSE DOS CAMPOS,08/09/2017,-
8888888,EST. EXPORTADOR - JACAREI,08/09/2017,-
8888888,EST. EXPORTADOR - MOGI DAS CRUZES,08/09/2017,-
8888888,EST. EXPORTADOR - SAO SEBASTIAO,08/09/2017,-
8888888,EST. EXPORTADOR - SAO PAULO,08/09/2017,-
8888888,EST. EXPORTADOR - ARARAQUARA,08/09/2017,-
8888888,EST. EXPORTADOR - SAO CARLOS,08/09/2017,-
8888888,EST. EXPORTADOR - IBITINGA,08/09/2017,-
8888888,EST. EXPORTADOR - FRANCA,08/09/2017,-
8888888,EST. EXPORTADOR - BARRETOS,08/09/2017,-
8888888,EST. EXPORTADOR - SAO JOAQUIM DA BARRA,08/09/2017,-
8888888,EST. EXPORTADOR - BATATAIS,08/09/2017,-
8888888,EST. EXPORTADOR - JUNDIAI,08/09/2017,-
8888888,EST. EXPORTADOR - AMPARO,08/09/2017,-
8888888,EST. EXPORTADOR - BRAGANCA PAULISTA,08/09/2017,-
8888888,EST. EXPORTADOR - FRANCO DA ROCHA,08/09/2017,-
8888888,EST. EXPORTADOR - PIRACICABA,08/09/2017,-
8888888,EST. EXPORTADOR - RIO CLARO,08/09/2017,-
8888888,EST. EXPORTADOR - AMERICANA,08/09/2017,-
8888888,EST. EXPORTADOR - CAPIVARI,08/09/2017,-
8888888,EST. EXPORTADOR - TIETE,08/09/2017,-
8888888,EST. EXPORTADOR - BARUERI,08/09/2017,-
8888888,EST. EXPORTADOR - SAO PAULO,08/09/2017,-
8888888,EST. EXPORTADOR - RIO DE JANEIRO,08/09/2017,-
8888888,EST. EXPORTADOR - RIO DE JANEIRO,08/09/2017,-
8888888,EST. EXPORTADOR - SAO PAULO,08/09/2017,-
8888888,EST. EXPORTADOR - SAO PAULO,08/09/2017,-
8888888,EST. EXPORTADOR - SAO PAULO,08/09/2017,-
8888888,EST. EXPORTADOR - SAO PAULO,08/09/2017,-
8888888,EST. EXPORTADOR - GUARULHOS APTSAO PAULO,08/09/2017,-
8888888,EST. EXPORTADOR - VIRACOPOS APTSAO PAOLO,08/09/2017,-
8888888,EST. EXPORTADOR - SANTOS,08/09/2017,-
8888888,EST. EXPORTADOR - SAO PAULO,08/09/2017,-
8888888,EST. EXPORTADOR - CURITIBA,08/09/2017,-
8888888,EST. EXPORTADOR - PARANAGUA,08/09/2017,-
8888888,EST. EXPORTADOR - SAO JOSE DOS PINHAIS,08/09/2017,-
8888888,EST. EXPORTADOR - COLOMBO,08/09/2017,-
8888888,EST. EXPORTADOR - LONDRINA,08/09/2017,-
8888888,EST. EXPORTADOR - APUCARANA,08/09/2017,-
8888888,EST. EXPORTADOR - ARAPONGAS,08/09/2017,-
8888888,EST. EXPORTADOR - CORNELIO PROCOPIO,08/09/2017,-
8888888,EST. EXPORTADOR - JACAREZINHO,08/09/2017,-
8888888,EST. EXPORTADOR - CASCAVEL,08/09/2017,-
8888888,EST. EXPORTADOR - FRANCISCO BELTRAO,08/09/2017,-
8888888,EST. EXPORTADOR - LARANJEIRAS DO SUL,08/09/2017,-
8888888,EST. EXPORTADOR - TOLEDO,08/09/2017,-
8888888,EST. EXPORTADOR - IPORA,08/09/2017,-
8888888,EST. EXPORTADOR - PATO BRANCO,08/09/2017,-
8888888,EST. EXPORTADOR - PONTA GROSSA,08/09/2017,-
8888888,EST. EXPORTADOR - GUARAPUAVA,08/09/2017,-
8888888,EST. EXPORTADOR - IRATI,08/09/2017,-
8888888,EST. EXPORTADOR - IBAITI,08/09/2017,-
8888888,EST. EXPORTADOR - IVAIPORA,08/09/2017,-
8888888,EST. EXPORTADOR - SANTO ANTONIO DA PLATINA,08/09/2017,-
8888888,EST. EXPORTADOR - UNIAO DA VITORIA,08/09/2017,-
8888888,EST. EXPORTADOR - MARINGA,08/09/2017,-
8888888,EST. EXPORTADOR - CAMPO MOURAO,08/09/2017,-
8888888,EST. EXPORTADOR - CIANORTE,08/09/2017,-
8888888,EST. EXPORTADOR - JANDAIA DO SUL,08/09/2017,-
8888888,EST. EXPORTADOR - LOANDA,08/09/2017,-
8888888,EST. EXPORTADOR - PARANAVAI,08/09/2017,-
