12/01/2018 03:42,,,
Código,Descrição,Início de Vigência,Fim de Vigência
84762900,Outras,13/03/2007,-
84768100,Com dispositivo de aquecimento ou de refrigeração,13/03/2007,-
84768900,Outras,13/03/2007,-
84769000,Partes,13/03/2007,-
84771000,Máquinas de moldar por injeção,13/03/2007,-
84772000,Extrusoras,13/03/2007,-
84773000,Máquinas de moldar por insuflação,13/03/2007,-
84774000,Máquinas de moldar a vácuo e outras máquinas de,13/03/2007,-
84775100,Para moldar ou recauchutar pneumáticos ou para,13/03/2007,-
84775900,Outras,13/03/2007,-
84778000,Outras máquinas e aparelhos,13/03/2007,-
84779000,Partes,13/03/2007,-
84781000,Máquinas e aparelhos,13/03/2007,-
84789000,Partes,13/03/2007,-
84791000,"Máquinas e aparelhos para obras públicas,",13/03/2007,-
84792000,Máquinas e aparelhos para extração ou preparação,13/03/2007,-
84793000,"Prensas para fabricação de painéis de partículas,",13/03/2007,-
84794000,Máquinas para fabricação de cordas ou cabos,13/03/2007,-
84795000,"Robôs industriais, não especificados nem",13/03/2007,-
84796000,Aparelhos de evaporação para arrefecimento do ar,13/03/2007,-
84798100,"Para tratamento de metais, incluídas as",13/03/2007,-
84798200,"Para misturar, amassar, esmagar, moer, separar,",13/03/2007,-
84798900,Outros,13/03/2007,-
84799000,Partes,13/03/2007,-
84801000,Caixas de fundição,13/03/2007,-
84802000,Placas de fundo para moldes,13/03/2007,-
84803000,Modelos para moldes,13/03/2007,-
84804100,Para moldagem por injeção ou por compressão,13/03/2007,-
84804900,Outros,13/03/2007,-
84805000,Moldes para vidro,13/03/2007,-
84806000,Moldes para matérias minerais,13/03/2007,-
84807100,Para moldagem por injeção ou por compressão,13/03/2007,-
84807900,Outros,13/03/2007,-
84811000,Válvulas redutoras de pressão,13/03/2007,-
84812000,Válvulas para transmissões óleo-hidráulicas ou,13/03/2007,-
84813000,Válvulas de retenção,13/03/2007,-
84814000,Válvulas de segurança ou de alívio,13/03/2007,-
84818010,"Jogos de torneiras, registros e válvulas para",13/03/2007,-
84818090,Outros,13/03/2007,-
84819000,Partes,13/03/2007,-
84821000,Rolamentos de esferas,13/03/2007,-
84822000,"Rolamentos de roletes cônicos, incluídos os",13/03/2007,-
84823000,Rolamentos de roletes em forma de tonel,13/03/2007,-
84824000,Rolamentos de agulhas,13/03/2007,-
84825000,Rolamentos de roletes cilíndricos,13/03/2007,-
84828000,"Outros, incluídos os rolamentos combinados",13/03/2007,-
84829100,"Esferas, roletes e agulhas",13/03/2007,-
84829900,Outras,13/03/2007,-
84831000,Árvores (veios) de transmissão Ýincluídas as,13/03/2007,-
84832000,Mancais (chumaceiras) com rolamentos incorporados,13/03/2007,-
84833000,"Mancais (chumaceiras) sem rolamentos; ""bronzes""",13/03/2007,-
84834000,"Engrenagens e rodas de fricção, exceto rodas",13/03/2007,-
84835000,"Volantes e polias, incluídas as polias para",13/03/2007,-
84836000,"Embreagens e dispositivos de acoplamento,",13/03/2007,-
84839000,Rodas dentadas e outros órgãos elementares de,13/03/2007,-
84841000,Juntas metaloplásticas,13/03/2007,-
84842000,"Juntas de vedação, mecânicas (selos mecânicos)",13/03/2007,-
84849000,Outros,13/03/2007,-
84851000,Hélices para embarcações e suas pás,13/03/2007,-
84859000,Outras,13/03/2007,-
84861000,"Máquinas e aparelhos para fabricação de ""esferas"" (""boules"") ou de plaquetas (""wafers"")",01/01/2008,-
84862000,Máquinas e aparelhos para fabricação de dispositivos semicondutores ou de circuitos integrados eletrônicos,01/01/2008,-
84863000,Máquinas e aparelhos para fabricação de dispositivos de visualização de tela plana,01/01/2008,-
84864000,Máquinas e aparelhos especificados na Nota 9 C) do presente Capítulo,01/01/2008,-
84869000,Partes e acessórios,01/01/2008,-
84871000,Hélices para embarcações e suas pás,01/01/2008,-
84879000,Outras,01/01/2008,-
85011000,"Motores de potência não superior a 37,5 W",13/03/2007,-
85012000,"Motores universais de potência superior a 37,5 W",13/03/2007,-
85013100,De potência não superior a 750 W,13/03/2007,-
85013200,De potência superior a 750 W mas não superior a 75,13/03/2007,-
85013300,De potência superior a 75 kW mas não superior a,13/03/2007,-
85013400,De potência superior a 375 kW,13/03/2007,-
85014000,"Outros motores de corrente alternada, monofásicos",13/03/2007,-
85015100,De potência não superior a 750 W,13/03/2007,-
85015200,De potência superior a 750 W mas não superior a 75,13/03/2007,-
85015300,De potência superior a 75 kW,13/03/2007,-
85016100,De potência não superior a 75 kVA,13/03/2007,-
85016200,De potência superior a 75 kVA mas não superior a,13/03/2007,-
85016300,De potência superior a 375 kVA mas não superior a,13/03/2007,-
85016400,De potência superior a 750 kVA,13/03/2007,-
85021100,De potência não superior a 75 kVA,13/03/2007,-
85021200,De potência superior a 75 kVA mas não superior a,13/03/2007,-
85021300,De potência superior a 375 kVA,13/03/2007,-
85022000,"Grupos eletrogêneos de motor de pistão, de ignição",13/03/2007,-
85023100,De energia eólica,13/03/2007,-
85023900,Outros,13/03/2007,-
85024000,Conversores rotativos elétricos,13/03/2007,-
85030000,Partes reconhecíveis como exclusiva ou,13/03/2007,-
85041000,Reatores (balastros*) para lâmpadas ou tubos de,13/03/2007,-
85042100,De potência não superior a 650 kVA,13/03/2007,-
85042200,De potência superior a 650 kVA mas não superior a,13/03/2007,-
85042300,De potência superior a 10.000 kVA,13/03/2007,-
85043100,De potência não superior a 1 kVA,13/03/2007,-
85043200,De potência superior a 1 kVA mas não superior a 16,13/03/2007,-
85043300,De potência superior a 16 kVA mas não superior a,13/03/2007,-
85043400,De potência superior a 500 kVA,13/03/2007,-
85044000,Conversores estáticos,13/03/2007,-
85045000,Outras bobinas de reatância e de auto-indução,13/03/2007,-
85049000,Partes,13/03/2007,-
85051100,De metal,13/03/2007,-
85051900,Outros,13/03/2007,-
85052000,"Acoplamentos, embreagens, variadores de velocidade",13/03/2007,-
85053000,Cabeças de elevação eletromagnéticas,13/03/2007,-
85059000,"Outros, incluídas as partes",13/03/2007,-
85059010,Eletroímãs,01/01/2008,-
85059020,Cabeças de elevação eletromagnéticas,01/01/2008,-
85059090,Outros,01/01/2008,-
85061000,De bióxido de manganês,13/03/2007,-
85063000,De óxido de mercúrio,13/03/2007,-
85064000,De óxido de prata,13/03/2007,-
85065000,De lítio,13/03/2007,-
85066000,De ar-zinco,13/03/2007,-
85068000,Outras pilhas e baterias de pilhas,13/03/2007,-
85069000,Partes,13/03/2007,-
85071000,"De chumbo, do tipo utilizado para o arranque dos",13/03/2007,-
85072000,Outros acumuladores de chumbo,13/03/2007,-
85073000,De níquel-cádmio,13/03/2007,-
85074000,De níquel-ferro,13/03/2007,-
85075000,DE NIQUEL-HIDRETO METALICO,01/01/2002,-
85076000,DE ION DE LITIO,01/01/2002,-
85078000,Outros acumuladores,13/03/2007,-
85079000,Partes,13/03/2007,-
85081100,De potência não superior a 1.500 W e cujo volume do reservatório não exceda 20 litros,01/01/2008,-
85081900,Outros,01/01/2008,-
85086000,Outros aspiradores,01/01/2008,-
85087000,Partes,01/01/2008,-
85091000,"Aspiradores de pó, incluídos os aspiradores de",13/03/2007,-
85092000,Enceradeiras de pisos,13/03/2007,-
85093000,Trituradores de restos de cozinha,13/03/2007,-
85094000,Trituradores e misturadores de alimentos;,13/03/2007,-
85098000,Outros aparelhos,13/03/2007,-
85098010,Enceradeiras de pisos,01/01/2008,-
85098020,Trituradores de restos de cozinha,01/01/2008,-
85098090,Outros,01/01/2008,-
85099000,Partes,13/03/2007,-
85101000,Aparelhos ou máquinas de barbear,13/03/2007,-
85102000,Máquinas de cortar o cabelo ou de tosquiar,13/03/2007,-
85103000,Aparelhos de depilar,13/03/2007,-
85109000,Partes,13/03/2007,-
85111000,Velas de ignição,13/03/2007,-
85112000,Magnetos; dínamos-magnetos; volantes magnéticos,13/03/2007,-
85113000,Distribuidores; bobinas de ignição,13/03/2007,-
85114000,"Motores de arranque, mesmo funcionando como",13/03/2007,-
85115000,Outros geradores,13/03/2007,-
85118000,Outros aparelhos e dispositivos,13/03/2007,-
85119000,Partes,13/03/2007,-
85121000,Aparelhos de iluminação ou de sinalização visual,13/03/2007,-
85122000,Outros aparelhos de iluminação ou de sinalização,13/03/2007,-
85123000,Aparelhos de sinalização acústica,13/03/2007,-
85124000,"Limpadores de pára-brisas, degeladores e",13/03/2007,-
85129000,Partes,13/03/2007,-
85131000,Lanternas,13/03/2007,-
85139000,Partes,13/03/2007,-
85141000,Fornos de resistência (de aquecimento indireto),13/03/2007,-
85142000,Fornos que funcionam por indução ou por perdas,13/03/2007,-
85143000,Outros fornos,13/03/2007,-
85144000,Outros aparelhos para tratamento térmico de,13/03/2007,-
85149000,Partes,13/03/2007,-
85151100,Ferros e pistolas,13/03/2007,-
85151900,Outros,13/03/2007,-
85152100,Inteira ou parcialmente automáticos,13/03/2007,-
85152900,Outros,13/03/2007,-
85153100,Inteira ou parcialmente automáticos,13/03/2007,-
85153900,Outros,13/03/2007,-
85158000,Outras máquinas e aparelhos,13/03/2007,-
85159000,Partes,13/03/2007,-
85161000,"Aquecedores elétricos de água, incluídos os de",13/03/2007,-
85162100,Radiadores de acumulação,13/03/2007,-
85162900,Outros,13/03/2007,-
85163100,Secadores de cabelo,13/03/2007,-
85163200,Outros aparelhos para arranjos do cabelo,13/03/2007,-
85163300,Aparelhos para secar as mãos,13/03/2007,-
85164000,Ferros elétricos de passar,13/03/2007,-
85165000,Fornos de microondas,13/03/2007,-
85166000,"Outros fornos; fogões de cozinha, fogareiros",13/03/2007,-
85167100,Aparelhos para preparação de café ou de chá,13/03/2007,-
85167200,Torradeiras de pão,13/03/2007,-
85167900,Outros,13/03/2007,-
85168000,Resistências de aquecimento,13/03/2007,-
85169000,Partes,13/03/2007,-
85171100,Aparelhos telefônicos por fio conjugado com,13/03/2007,-
85171200,Telefones para redes celulares e para outras redes sem fio,01/01/2008,-
85171800,Outros,01/01/2008,-
85171910,VIDEFONES,01/01/1990,-
85171990,Outros,13/03/2007,-
85172100,Telecopiadores (FAX),13/03/2007,-
85172200,Teleimpressores,13/03/2007,-
85173010,Para telefonia,13/03/2007,-
85173020,Para telegrafia,13/03/2007,-
85175000,"Outros aparelhos, para telecomunicação por",13/03/2007,-
85176100,Estações base,01/01/2008,-
85176210,"APARELHOS DE COMUTAçãO PARA TELEFONIA OU TELEGRAFICA, AUTO- MATICOS",07/07/2010,-
85176220,ROTEADORES,07/07/2010,-
85176230,"MODULADORES-DEMODULADORES DE SINAIS (""MODEMS"")",07/07/2010,-
85176290,OUTROS,07/07/2010,-
85176900,Outros,01/01/2008,-
85177000,PARTES,07/07/2010,-
85178000,Outros aparelhos,13/03/2007,-
85179000,Partes,13/03/2007,-
85181000,Microfones e seus suportes,13/03/2007,-
85182100,Alto-falante único montado no seu receptáculo,13/03/2007,-
85182200,Alto-falantes múltiplos montados no mesmo,13/03/2007,-
85182900,Outros,13/03/2007,-
85183000,"Fones de ouvido (auscultadores), mesmo combinados",13/03/2007,-
85184000,Amplificadores elétricos de audiofreqüência,13/03/2007,-
85185000,Aparelhos elétricos de amplificação de som,13/03/2007,-
85189000,Partes,13/03/2007,-
85191000,Eletrofones comandados por moeda ou ficha,13/03/2007,-
85192000,"Aparelhos que funcionem por introdução de moedas, papel-moeda, cartões de banco, fichas ou por outros meios de pagamento",01/01/2008,-
85192100,Sem alto-falante,13/03/2007,-
85192900,Outros,13/03/2007,-
85193000,"Toca-discos, sem dispositivos de amplificação de som",01/01/2008,-
85193100,Com permutador automático de discos,13/03/2007,-
85193900,Outros,13/03/2007,-
85194000,Máquinas de ditar,13/03/2007,-
85195000,Secretária eletrônicas,01/01/2008,-
85198111,Toca-fitas (leitores de cassetes),01/01/2008,-
85198119,Outros,01/01/2008,-
85198121,Reprodutores,01/01/2008,-
85198122,"Gravadores, mesmo combinados com reprodutores",01/01/2008,-
85198129,Outros,01/01/2008,-
85198190,Outros,01/01/2008,-
85198910,Toca-discos,01/01/2008,-
85198990,Outros,01/01/2008,-
85199200,Toca-fitas (leitores de cassetes) de bolso,13/03/2007,-
85199300,Outros toca-fitas (leitores de cassetes),13/03/2007,-
85199900,Outros,13/03/2007,-
85201000,Máquinas de ditar que só funcionem com fonte,13/03/2007,-
85202000,Secretárias eletrônicas (atendedores automáticos*),13/03/2007,-
85203200,Digitais,13/03/2007,-
85203300,"Outros, de cassetes",13/03/2007,-
85203900,Outros,13/03/2007,-
85209000,Outros,13/03/2007,-
85211000,De fita magnética,13/03/2007,-
85219000,Outros,13/03/2007,-
85221000,Fonocaptores,13/03/2007,-
85229000,Outros,13/03/2007,-
85231100,De largura não superior a 4 mm,13/03/2007,-
85231200,De largura superior a 4 mm mas não superior a,13/03/2007,-
85231300,"De largura superior a 6,5 mm",13/03/2007,-
85232000,Discos magnéticos,13/03/2007,-
85232110,Não gravados,01/01/2008,-
85232120,Gravados,01/01/2008,-
85232911,De largura inferior ou igual a 4 mm,01/01/2008,-
85232912,"De largura superior a 4 mm mas inferior ou igual a 6,5 mm",01/01/2008,-
85232913,"De largura superior a 6,5 mm",01/01/2008,-
85232920,"Discos magnéticos, não gravados",01/01/2008,-
85232930,"Fitas magnéticas para reprodução de fenômenos diferentes do som ou da imagem, gravadas",01/01/2008,-
85232941,De largura inferior ou igual a 4 mm,01/01/2008,-
85232942,"De largura superior a 4 mm mas inferior ou igual a 6,5 mm",01/01/2008,-
85232943,"De largura superior a 6,5 mm",01/01/2008,-
85232990,Outros,01/01/2008,-
85233000,Cartões magnéticos,13/03/2007,-
85234010,Não gravados,01/01/2008,-
85234021,Para reprodução de fenômenos diferentes do som ou da imagem,01/01/2008,-
85234022,Para reprodução apenas do som,01/01/2008,-
85234029,Outros,01/01/2008,-
85235100,Dispositivos de armazenamento não-volátil de dados à base de semicondutores,01/01/2008,-
85235200,"Cartões inteligentes (""smart cards"")",01/01/2008,-
85235910,Cartões e etiquetas de acionamento por aproximação,01/01/2008,-
85235990,Outros,01/01/2008,-
85238010,Discos para toca-discos,01/01/2008,-
85238090,Outros,01/01/2008,-
85239000,Outros,13/03/2007,-
85241000,Discos fonográficos,13/03/2007,-
85243100,Para reprodução de fenômenos diferentes do som ou,13/03/2007,-
85243200,Para reprodução apenas do som,13/03/2007,-
85243900,Outros,13/03/2007,-
85244000,Fitas magnéticas para reprodução de fenômenos,13/03/2007,-
85245100,De largura não superior a 4 mm,13/03/2007,-
85245200,"De largura superior a 4 mm mas não superior a 6,5",13/03/2007,-
85245300,"De largura superior a 6,5 mm",13/03/2007,-
85246000,Cartões magnéticos,13/03/2007,-
85249100,Para reprodução de fenômenos diferentes do som ou,13/03/2007,-
85249900,Outros,13/03/2007,-
85251010,De radiodifusão,13/03/2007,-
85251020,De televisão,13/03/2007,-
85251090,Outros,13/03/2007,-
85252000,Aparelhos transmissores (emissores) com aparelho,13/03/2007,-
85253000,Câmeras de televisão,13/03/2007,-
85254000,Câmeras de vídeo de imagens fixas e outras câmeras,13/03/2007,-
85255010,De radiodifusão,01/01/2008,-
85255020,De televisão,01/01/2008,-
85256010,De radiodifusão,01/01/2008,-
85256020,De televisão,01/01/2008,-
85258010,Câmeras de televisão,01/01/2008,-
85258020,Câmeras fotográficas digitais,01/01/2008,-
85258030,Câmeras de vídeo,01/01/2008,-
85261000,Aparelhos de radiodetecção e de radiossondagem,13/03/2007,-
85269100,Aparelhos de radionavegação,13/03/2007,-
85269200,Aparelhos de radiotelecomando,13/03/2007,-
85271200,Rádio toca-fitas (rádio-cassetes) de bolso,13/03/2007,-
85271300,OUTROS APARELHOS COMBINADOS,01/01/1990,-
85271900,Outros,13/03/2007,-
85272100,Combinados com aparelho de gravação ou de,13/03/2007,-
85272900,Outros,13/03/2007,-
85273100,Combinados com aparelho de gravação ou de,13/03/2007,-
85273200,Não combinados com aparelho de gravação ou de,13/03/2007,-
85273900,Outros,13/03/2007,-
85279000,OUTROS APARELHOS,01/01/1990,-
85279100,Combinados com um aparelho de gravação ou de reprodução de som,01/01/2008,-
85279200,"Não combinados com um aparelho de gravação ou de reprodução de som, mas combinados com um relógio",01/01/2008,-
85279900,Outros,01/01/2008,-
85281200,A cores,13/03/2007,-
85281300,Em preto e branco ou em outros monocromos,13/03/2007,-
85282100,A cores,13/03/2007,-
85282200,Em preto e branco ou em outros monocromos,13/03/2007,-
85283000,Projetores de vídeo,13/03/2007,-
85284110,Em preto e branco ou em outros monocromos,01/01/2008,-
85284120,A cores,01/01/2008,-
85284910,Em preto e branco ou em outros monocromos,01/01/2008,-
85284920,A cores,01/01/2008,-
85285110,Em preto e branco ou em outros monocromos,01/01/2008,-
85285121,De cristal líquido,01/01/2008,-
85285122,De plasma,01/01/2008,-
85285129,Outros,01/01/2008,-
85285910,Em preto e branco ou em outros monocromos,01/01/2008,-
85285921,De cristal líquido,01/01/2008,-
85285922,De plasma,01/01/2008,-
85285929,Outros,01/01/2008,-
85286100,Dos tipos exclusiva ou principalmente utilizados num sistema automático para processamento de dados da posição 84.71,01/01/2008,-
85286900,Outros,01/01/2008,-
85287100,"Não concebidos para incorporar um dispositivo de visualização (""visual display"") ou uma tela de vídeo",01/01/2008,-
85287200,"Outros, em cores",01/01/2008,-
85287300,"Outros, em preto e branco ou em outros monocromos",01/01/2008,-
85291000,Antenas e refletores de antenas de qualquer tipo;,13/03/2007,-
85299000,Outras,13/03/2007,-
85301000,Aparelhos para vias férreas ou semelhantes,13/03/2007,-
85308000,Outros aparelhos,13/03/2007,-
85309000,Partes,13/03/2007,-
85311000,"Aparelhos elétricos de alarme, para proteção",13/03/2007,-
85312000,Painéis indicadores com dispositivos de cristais,13/03/2007,-
85318000,Outros aparelhos,13/03/2007,-
85319000,Partes,13/03/2007,-
85321000,Condensadores fixos concebidos para linhas,13/03/2007,-
85322100,De tântalo,13/03/2007,-
85322200,Eletrolíticos de alumínio,13/03/2007,-
85322300,"Com dielétrico de cerâmica, de uma só camada",13/03/2007,-
85322400,"Com dielétrico de cerâmica, de camadas múltiplas",13/03/2007,-
85322500,Com dielétrico de papel ou de plásticos,13/03/2007,-
85322900,Outros,13/03/2007,-
85323000,Condensadores variáveis ou ajustáveis,13/03/2007,-
85329000,Partes,13/03/2007,-
85331000,"Resistências fixas de carbono, aglomeradas ou de",13/03/2007,-
85332100,Para potência não superior a 20 W,13/03/2007,-
85332900,Outras,13/03/2007,-
85333100,Para potência não superior a 20 W,13/03/2007,-
85333900,Outras,13/03/2007,-
85334000,Outras resistências variáveis (incluídos os,13/03/2007,-
85339000,Partes,13/03/2007,-
85340000,Circuitos impressos.,13/03/2007,-
85351000,Fusíveis e corta-circuito de fusíveis,13/03/2007,-
85352100,"Para tensão inferior a 72,5 kV",13/03/2007,-
85352900,Outros,13/03/2007,-
85353000,Seccionadores e interruptores,13/03/2007,-
85354000,"Pára-raios, limitadores de tensão e eliminadores",13/03/2007,-
85359000,Outros,13/03/2007,-
85361000,Fusíveis e corta-circuito de fusíveis,13/03/2007,-
85362000,Disjuntores,13/03/2007,-
85363000,OUTROS APARELHOS PARA PROTECAO DE CIRCUITOS,01/01/1990,-
85364100,Para tensão não superior a 60 V,13/03/2007,-
85364900,Outros,13/03/2007,-
85365000,"Outros interruptores, seccionadores e comutadores",13/03/2007,-
85366100,Suportes para lâmpadas,13/03/2007,-
85366900,Outros,13/03/2007,-
85367000,"Conectores para fibras ópticas, feixes ou cabos de fibras ópticas",01/01/2008,-
85369000,Outros aparelhos,13/03/2007,-
85369010,CONTATOS (CONECTORES),30/06/2009,-
85369090,OUTROS,30/06/2009,-
85371000,Para tensão não superior a 1.000 V,13/03/2007,-
85372000,Para tensão superior a 1.000 V,13/03/2007,-
85381000,"Quadros, painéis, consoles, cabinas, armários e",13/03/2007,-
85389000,Outras,13/03/2007,-
85391000,"Faróis e projetores, em unidades seladas",13/03/2007,-
85392100,"Halógenos, de tungstênio",13/03/2007,-
85392200,"Outros, de potência não superior a 200 W e tensão",13/03/2007,-
85392900,Outros,13/03/2007,-
85393100,"Fluorescentes, de cátodo quente",13/03/2007,-
85393200,Lâmpadas de vapor de mercúrio ou de sódio;,13/03/2007,-
85393910,"Para produção de luz-relâmpago (""flash"")",13/03/2007,-
85393990,Outros,13/03/2007,-
85394100,Lâmpadas de arco,13/03/2007,-
85394900,Outros,13/03/2007,-
85399000,Partes,13/03/2007,-
85401100,A cores,13/03/2007,-
85401200,Em preto e branco ou outros monocromos,13/03/2007,-
85402000,Tubos para câmeras de televisão; tubos conversores,13/03/2007,-
85404000,"Tubos de visualização de dados gráficos, a cores,",13/03/2007,-
85405000,"Tubos de visualização de dados gráficos, em preto",13/03/2007,-
85406000,Outros tubos catódicos,13/03/2007,-
85407100,Magnétrons,13/03/2007,-
85407200,Clístrons,13/03/2007,-
85407900,Outros,13/03/2007,-
85408100,Tubos de recepção ou de amplificação,13/03/2007,-
85408900,Outros,13/03/2007,-
85409100,De tubos catódicos,13/03/2007,-
85409900,Outras,13/03/2007,-
85411000,"Diodos, exceto fotodiodos e diodos emissores de",13/03/2007,-
85412100,Com capacidade de dissipação inferior a 1 W,13/03/2007,-
85412900,Outros,13/03/2007,-
85413000,"Tiristores, ""diacs"" e ""triacs"", exceto os",13/03/2007,-
85414000,"Dispositivos fotossensíveis semicondutores,",13/03/2007,-
85414010,"DISPOSITIVOS FOTOSSENSIVEIS SEMICONDUTORES, INCLUIDAS AS CE-LULAS FOTOVOLTAICAS,MESMO MONTADAS EM MODULOS OU EM PAINEIS",30/06/2009,-
85414020,DIODOS EMISSORES DE LUZ,30/06/2009,-
85415000,Outros dispositivos semicondutores,13/03/2007,-
85416000,Cristais piezoelétricos montados,13/03/2007,-
85419000,Partes,13/03/2007,-
85421000,Cartões munidos de um circuito integrado,13/03/2007,-
85422110,Semicondutores de óxido metálico (tecnologia MOS),13/03/2007,-
85422120,Circuitos obtidos por tecnologia bipolar,13/03/2007,-
85422190,"Outros, incluídos os circuitos obtidos por",13/03/2007,-
85422900,Outros,13/03/2007,-
85423100,"Processadores e controladores, mesmo combinados com memórias, conversores, circuitos lógicos, amplificadores, circuitos temporizadores e de sincronização, ou outros circuitos",01/01/2008,-
85423200,Memórias,01/01/2008,-
85423300,Amplificadores,01/01/2008,-
85423900,Outros,01/01/2008,-
85426000,Circuitos integrados híbridos,13/03/2007,-
85427000,Microconjuntos eletrônicos,13/03/2007,-
85428000,OUTROS,30/06/2009,-
85429000,Partes,13/03/2007,-
85431010,Nucleares,01/01/2008,-
85431090,Outros,01/01/2008,-
85431100,Aparelhos de implantação iônica para impurificar,13/03/2007,-
85431900,Outros,13/03/2007,-
85432000,Geradores de sinais,13/03/2007,-
85433000,"Máquinas e aparelhos de galvanoplastia, eletrólise",13/03/2007,-
85434000,Eletrificadores de cercas,13/03/2007,-
85437010,Eletrificadores de cercas,01/01/2008,-
85437020,Comandos à distância (controles remotos),01/01/2008,-
85437030,Detetores de metais,01/01/2008,-
85437040,Amplificadores de microondas,01/01/2008,-
85437090,Outros,01/01/2008,-
85438100,Cartões e etiquetas de acionamento por aproximação,13/03/2007,-
85438900,Outros,13/03/2007,-
85439000,Partes,13/03/2007,-
85441100,De cobre,13/03/2007,-
85441900,Outros,13/03/2007,-
85442000,Cabos coaxiais e outros condutores elétricos,13/03/2007,-
85443010,Com peças de conexão,13/03/2007,-
85443090,Outros,13/03/2007,-
85444100,Munidos de peças de conexão,13/03/2007,-
85444211,"CABOS E DEMAIS CONDUTORES ELETRICOS, COAXIAL",16/11/2010,-
85444212,COM PECAS DE CONEXAO,16/11/2010,-
85444219,OS DEMAIS,16/11/2010,-
85444291,TELEFONICOS,16/11/2010,-
85444299,"OS DEMAIS, DE COBRE",16/11/2010,-
85444900,Outros,13/03/2007,-
85444911,Telefônicos,01/01/2008,-
85444912,"Outros, de cobre",01/01/2008,-
85444919,Outros,01/01/2008,-
85444991,De cobre,01/01/2008,-
85444999,Outros,01/01/2008,-
85445100,Munidos de peças de conexão,13/03/2007,-
85445910,Com armadura metálica,13/03/2007,-
85445990,Outros,13/03/2007,-
85446010,Com armadura metálica,13/03/2007,-
85446090,Outros,13/03/2007,-
85447000,Cabos de fibras ópticas,13/03/2007,-
85451100,Dos tipos utilizados em fornos,13/03/2007,-
85451900,Outros,13/03/2007,-
85452000,Escovas,13/03/2007,-
85459000,Outros,13/03/2007,-
85461000,De vidro,13/03/2007,-
85462000,De cerâmica,13/03/2007,-
85469000,Outros,13/03/2007,-
85471000,Peças isolantes de cerâmica,13/03/2007,-
85472000,Peças isolantes de plásticos,13/03/2007,-
85479000,Outros,13/03/2007,-
85481000,"Desperdícios e resíduos de pilhas, de baterias de",13/03/2007,-
85489000,Outras,13/03/2007,-
86011000,De fonte externa de eletricidade,13/03/2007,-
86012000,De acumuladores elétricos,13/03/2007,-
86021000,Locomotivas Diesel-elétricas,13/03/2007,-
86029000,Outros,13/03/2007,-
86031000,De fonte externa de eletricidade,13/03/2007,-
86039000,Outras,13/03/2007,-
86040000,Veículos para inspeção e manutenção de vias,13/03/2007,-
86050000,"Vagões de passageiros, furgões para bagagem,",13/03/2007,-
86061000,Vagões-tanques e semelhantes,13/03/2007,-
86062000,"Vagões isotérmicos, refrigeradores ou",13/03/2007,-
86063000,"Vagões de descarga automática, exceto os das",13/03/2007,-
86069100,Cobertos e fechados,13/03/2007,-
86069200,"Abertos, com paredes fixas de altura superior a",13/03/2007,-
86069900,Outros,13/03/2007,-
86071100,"""Bogies"" e bísseis, de tração",13/03/2007,-
86071200,"Outros ""bogies"" e bísseis",13/03/2007,-
86071900,"Outros, incluídas as partes",13/03/2007,-
86072100,Freios (travões) a ar comprimido e suas partes,13/03/2007,-
86072900,Outros,13/03/2007,-
86073000,"Ganchos e outros sistemas de engate, pára-choques,",13/03/2007,-
86079100,De locomotivas ou de locotratores,13/03/2007,-
86079900,Outras,13/03/2007,-
86080000,Material fixo de vias férreas ou semelhantes;,13/03/2007,-
86090000,"Conteineres (contentores), incluídos os de",13/03/2007,-
87011000,Motocultores,13/03/2007,-
87012000,Tratores rodoviários para semi-reboques,13/03/2007,-
87013000,Tratores de lagartas,13/03/2007,-
87019000,Outros,13/03/2007,-
87021000,"Com motor de pistão, de ignição por compressão",13/03/2007,-
87029000,Outros,13/03/2007,-
87031000,Veículos especialmente concebidos para se deslocar,13/03/2007,-
87032100,De cilindrada não superior a 1.000 cm3,13/03/2007,-
87032200,"De cilindrada superior a 1.000 cm3, mas não",13/03/2007,-
87032300,"De cilindrada superior a 1.500 cm3, mas não",13/03/2007,-
87032400,De cilindrada superior a 3.000 cm3,13/03/2007,-
87033100,De cilindrada não superior a 1.500 cm3,13/03/2007,-
87033200,De cilindrada superior a 1.500 cm3 mas não,13/03/2007,-
87033300,De cilindrada superior a 2.500 cm3,13/03/2007,-
87039000,Outros,13/03/2007,-
87041000,"""Dumpers"" concebidos para serem utilizados fora de",13/03/2007,-
87042100,De peso em carga máxima não superior a 5 toneladas,13/03/2007,-
87042200,"De peso em carga máxima superior a 5 toneladas,",13/03/2007,-
87042300,De peso em carga máxima superior a 20 toneladas,13/03/2007,-
87043100,De peso em carga máxima não superior a 5 toneladas,13/03/2007,-
87043200,De peso em carga máxima superior a 5 toneladas,13/03/2007,-
87049000,Outros,13/03/2007,-
87051000,Caminhões-guindastes,13/03/2007,-
87052000,"Torres (""derricks"") automóveis, para sondagem ou",13/03/2007,-
87053000,Veículos de combate a incêndios,13/03/2007,-
87054000,Caminhões-betoneiras,13/03/2007,-
87059000,Outros,13/03/2007,-
87060000,Chassis com motor para os veículos automóveis das,13/03/2007,-
87071000,Para os veículos da posição 87.03,13/03/2007,-
87079000,Outras,13/03/2007,-
87081000,Pára-choques e suas partes,13/03/2007,-
87082100,Cintos de segurança,13/03/2007,-
87082900,Outros,13/03/2007,-
87083010,Guarnições de freios montadas,01/01/2008,-
