12/01/2018 03:42,,,
Código,Descrição,Início de Vigência,Fim de Vigência
8314001,"PLACAS INDICADORAS OU DE SINALIZACAO , PLACA",01/12/1992,-
8315001,ELETRODOS DE FERRO OU ACO,01/12/1992,-
8315099,"OS DEMAIS FIOS, VARETAS, TUBOS, CHAPAS, PAST",01/12/1992,-
8401101,GERADORES MULTITUBULARES (AQUATUBULARES),01/12/1992,-
8401199,OS DEMAIS GERADORES,01/12/1992,-
8401801,TUBOS COLETORES DE VAPOR,01/12/1992,-
8401899,AS DEMAIS PARTES E PECAS DE GERADOR,01/12/1992,-
8402101,APARELHOS AUXILIARES PARA GERADORES DE VAPOR,01/12/1992,-
8402201,CONDENSADORES PARA MAQUINAS DE VAPOR,01/12/1992,-
8402801,PARTES E PECAS DE APARELHOS PARA AS CALDEIRA,01/12/1992,-
8403101,GASOGENIO E GERADORES,01/12/1992,-
8403801,PARTES E PECAS SEPARADAS,01/12/1992,-
8405101,"MAQUINAS A VAPOR, DE EMBOLO ( A PISTAO )",01/12/1992,-
8405201,TURBINAS A VAPOR,01/12/1992,-
8405301,"LOCOMOVEIS E MAQUINAS SEMIFIXAS, A VAPOR",01/12/1992,-
8405801,PARTES E PECAS PARA MAQUINAS A VAPOR DE AGUA,01/12/1992,-
8405802,PARTES E PECAS PARA LOCOMOVEIS ( COM EXCLUSA,01/12/1992,-
8406101,"MOTORES DE EXPLOSAO OU DE COMBUSTAO INTERNA,",01/12/1992,-
8406201,"MOTORES DE EXPLOSAO OU DE COMBUSTAO INTERNA,",01/12/1992,-
8406301,EMBARCACOES DE POPA,01/12/1992,-
8406399,AS DEMAIS EMBARCACOES,01/12/1992,-
8406401,"MOTORES DE EXPLOSAO, DE EMBOLOS, PARA MOTOCI",01/12/1992,-
8406499,OS DEMAIS MOTORES DE EXPLOSAO OU DE COMBUSTA,01/12/1992,-
8406501,"MOTORES DE COMBUSTAO INTERNA, ESTACIONARIOS",01/12/1992,-
8406599,"OS DEMAIS MOTORES DE COMBUSTAO INTERNA, ESTA",01/12/1992,-
8406801,PARTES E PECAS PARA MOTORES DE AVIACAO,01/12/1992,-
8406811,CAMISAS DE CILINDROS,01/12/1992,-
8406812,CARBURADORES,01/12/1992,-
8406813,EMBOLOS OU PISTOES,01/12/1992,-
8406814,SEGMENTOS DE EMBOLOS,01/12/1992,-
8406815,VALVULAS,01/12/1992,-
8406819,AS DEMAIS PARTES E PECAS DE MOTORES DE EXPLO,01/12/1992,-
8406901,OUTROS MOTORES DE EXPLOSAO OU DE COMBUSTAO I,01/12/1992,-
8407101,TURBINAS,01/12/1992,-
8407801,"PARTES E PECAS PARA RODAS HIDRAULICAS, TURBI",01/12/1992,-
8407901,RODAS HIDRAULICAS E OUTRAS MAQUINAS MOTRIZES,01/12/1992,-
8407999,AS DEMAIS OUTRAS MAQUINAS MOTRIZES,01/12/1992,-
8408201,"TURBINAS A GAS, EXCETO AS DESTINADAS PARA A",01/12/1992,-
8408801,PARTES E PECAS PARA MOTORES DE AVIACAO,01/12/1992,-
8408802,PARTES E PECAS PARA TURBINAS A GAS,01/12/1992,-
8408899,AS DEMAIS PARTES E PECAS DE MOTORES E MAQUIN,01/12/1992,-
8408901,MOTORES E MAQUINAS DE AR (OU DE GAS) COMPRIM,01/12/1992,-
8408902,MOTORES A VENTO,01/12/1992,-
8408903,MOTORES HIDRAULICOS,01/12/1992,-
8408999,OS DEMAIS MOTORES E MAQUINAS MOTRIZES,01/12/1992,-
8409101,"ROLOS COMPRESSORES, DE PROPULSAO MECANICA, E",01/12/1992,-
8409102,"ROLOS COMPRESSORES, DE PROPULSAO MECANICA ES",01/12/1992,-
8409199,"OS DEMAIS ROLOS COMPRESSORES, DE PROPULSAO M",01/12/1992,-
8409201,"ROLOS COMPRESSORES, DE PROPULSAO MECANICA, V",01/12/1992,-
8409299,"OS DEMAIS ROLOS COMPRESSORES, DE PROPULSAO M",01/12/1992,-
8410101,BOMBAS ALTERNATIVAS MANUAIS,01/12/1992,-
8410199,AS DEMAIS BOMBAS ALTERNATIVAS,01/12/1992,-
8410201,"BOMBAS ROTATIVAS VOLUMETRICAS, DE ENGRENAGEM",01/12/1992,-
8410299,AS DEMAIS BOMBAS ROTATIVAS VOLUMETRICAS,01/12/1992,-
8410301,TURBOBOMBAS,01/12/1992,-
8410399,AS DEMAIS BOMBAS CENTRIFUGAS,01/12/1992,-
8410401,BOMBAS DE INJECAO PARA MOTORES DE EXPLOSAO O,01/12/1992,-
8410499,AS DEMAIS BOMBAS DE INJECAO,01/12/1992,-
8410501,ELEVADORES PARA LIQUIDOS,01/12/1992,-
8410801,PARTES E PECAS SEPARADAS,01/12/1992,-
8410901,OUTRAS BOMBAS PARA DISTRIBUICAO DE COMBUSTIV,01/12/1992,-
8410999,"AS DEMAIS BOMBAS, MOTOBOMBAS PARA LIQUIDOS,",01/12/1992,-
8411101,BOMBAS MANUAIS OU A PEDAL,01/12/1992,-
8411102,COMPRESSORES DE AR,01/12/1992,-
8411199,AS DEMAIS BOMBAS E COMPRESSORES,01/12/1992,-
8411201,VENTILADORES E SEMELHANTES,01/12/1992,-
8411301,GERADORES DE EMBOLOS LIVRES,01/12/1992,-
8411801,PARTES E PECAS SEPARADAS PARA BOMBAS OU COMP,01/12/1992,-
8411802,PARTES E PECAS SEPARADAS PARA GERADORES DE E,01/12/1992,-
8411803,PARTES E PECAS SEPARADAS PARA VENTILADORES E,01/12/1992,-
8412101,"APARELHOS DE AR CONDICIONADOS, PARA VEICULOS",01/12/1992,-
8412801,PARTES E PECAS PARA APARELHOS DE AR CONDICIO,01/12/1992,-
8413101,QUEIMADORES DE COMBUSTIVEL LIQUIDO,01/12/1992,-
8413102,QUEIMADORES DE COMBUSTIVEIS SOLIDOS,01/12/1992,-
8413103,QUEIMADORES DE GASES,01/12/1992,-
8413199,OS DEMAIS QUEIMADORES,01/12/1992,-
8413801,PARTES E PECAS PARA QUEIMADORES,01/12/1992,-
8413901,CARREGADORES AUTOMATICOS (ANTEFORNALHAS),01/12/1992,-
8413902,GRELHAS MECANICAS,01/12/1992,-
8413999,OUTROS QUEIMADORES,01/12/1992,-
8414101,FORNOS INDUSTRIAIS,01/12/1992,-
8414102,FORNOS DE LABORATORIOS,01/12/1992,-
8414801,PARTES E PECAS PARA FORNOS INDUSTRIAIS,01/12/1992,-
8414802,PARTES E PECAS PARA FORNOS DE LABORATORIOS,01/12/1992,-
8415101,"REFRIGERADORES ELETRICOS, DE USO DOMESTICO",01/12/1992,-
8415102,"REFRIGERADORES NAO ELETRICOS, DE USO DOMESTI",01/12/1992,-
8415111,"CONGELADORES-CONSERVADORES ELETRICOS, DE USO",01/12/1992,-
8415112,"CONGELADORES-CONSERVADORES NAO ELETRICOS, DE",01/12/1992,-
8415201,FABRICAS DE GELO,01/12/1992,-
8415299,AS DEMAIS INSTALACOES FRIGORIFICAS,01/12/1992,-
8415801,PARTES E PECAS PARA MAQUINAS OU APARELHOS EL,01/12/1992,-
8415802,PARTES E PECAS PARA MAQUINAS OU APARELHOS NA,01/12/1992,-
8415803,"PARTES E PECAS PARA MAQUINAS OU APARELHOS, N",01/12/1992,-
8415901,UNIDADES SELADAS,01/12/1992,-
8415999,"OS DEMAIS MATERIAIS, MAQUINAS E APARELHOS PA",01/12/1992,-
8416101,CALANDRAS E LAMINADORES PARA PAPEL OU CARTAO,01/12/1992,-
8416199,AS DEMAIS CALANDRAS E LAMINADORES,01/12/1992,-
8416801,CILINDROS,01/12/1992,-
8416899,AS DEMAIS PARTES E PECAS PARA CALANDRAS E LA,01/12/1992,-
8417101,"INTERCAMBIADORES DE TEMPERATURA, DE PLACAS",01/12/1992,-
8417102,"INTERCAMBIADORES DE TEMPERATURA, TUBULARES",01/12/1992,-
8417103,AQUECEDORES DE AGUA (INCLUSIVE OS DE BANHEIR,01/12/1992,-
8417199,OS DEMAIS APARELHOS DE AQUECIMENTO OU REFRIG,01/12/1992,-
8417201,APARELHOS DE DESTILACAO E RETIFICACAO,01/12/1992,-
8417301,"APARELHOS DE EVAPORACAO E DE SECAGEM, DE LIO",01/12/1992,-
8417302,SECADORES DE PULVERIZACAO,01/12/1992,-
8417399,OS DEMAIS APARELHOS DE EVAPORACAO E DE SECAG,01/12/1992,-
8417401,APARELHOS DE TORREFACAO,01/12/1992,-
8417501,APARELHOS DE ESTERILIZACAO MEDICO-CIRURGICOS,01/12/1992,-
8417599,OS DEMAIS APARELHOS DE ESTERILIZACAO,01/12/1992,-
8417801,PARTES E PECAS PARA AQUECEDORES DE AGUA E DE,01/12/1992,-
8417899,AS DEMAIS PARTES E PECAS SEPARADAS,01/12/1992,-
8417901,APARELHOS PARA LIQUEFACAO DE GASES,01/12/1992,-
8417999,OUTROS APARELHOS DE AQUECIMENTO,01/12/1992,-
8418101,DESNATADEIRAS,01/12/1992,-
8418102,CENTRIFUGADORES PARA LABORATORIO,01/12/1992,-
8418103,CENTRIFUGAS PARA USINAS DE ACUCAR,01/12/1992,-
8418199,AS DEMAIS CENTRIFUGADORAS E SECADORAS CENTRI,01/12/1992,-
8418201,FILTROS- PRENSA,01/12/1992,-
8418202,"FILTROS E DEPURADORES DE LIQUIDOS OU GASES,",01/12/1992,-
8418203,CICLONES,01/12/1992,-
8418299,OS DEMAIS FILTROS E DEPURADORES DE LIQUIDO O,01/12/1992,-
8418801,PARTES E PECAS PARA CENTRIFUGADORES E SECADO,01/12/1992,-
8418802,PARTES E PECAS PARA FILTROS E DEPURADORES,01/12/1992,-
8419101,MAQUINAS E APARELHOS PARA CELOFANAR CIGARROS,01/12/1992,-
8419102,"MAQUINAS E APARELHOS PARA ENCHER, FECHAR, ET",01/12/1992,-
8419103,APARELHOS DE USO DOMESTICO PARA LAVAR BAIXEL,01/12/1992,-
8419199,AS DEMAIS MAQUINAS,01/12/1992,-
8419801,PARTES E PECAS SEPARADAS,01/12/1992,-
8420101,APARELHOS E INSTRUMENTOS PARA PESAR BEBER,01/12/1992,-
8420199,OS DEMAIS APARELHOS E INSTRUMENTOS PARA PESA,01/12/1992,-
8420201,PESOS PARA QUALQUER TIPO DE BALANCA,01/12/1992,-
8420801,PARTES E PECAS SEPARADAS,01/12/1992,-
8420901,OUTROS APARELHOS E INSTRUMENTOS ESPECIAIS DE,01/12/1992,-
8420902,OS DEMAIS APARELHOS E INSTRUMENTOS DOSADORES,01/12/1992,-
8420903,OS DEMAIS APARELHOS E INSTRUMENTOS PARA PESA,01/12/1992,-
8420904,OS DEMAIS APARELHOS E INSTRUMENTOS VERIFICAD,01/12/1992,-
8420905,OS DEMAIS APARELHOS E INSTRUMENTOS PARA GRAO,01/12/1992,-
8420909,OS DEMAIS APARELHOS E INSTRUMENTOS ESPECIAIS,01/12/1992,-
8420991,"OS DEMAIS APARELHOS E INSTRUMENTOS, COM  CAP",01/12/1992,-
8420992,"OS  DEMAIS  APARELHOS  E  INSTRUMENTOS, COM",01/12/1992,-
8420993,"OS  DEMAIS  APARELHOS  E  INSTRUMENTOS, COM",01/12/1992,-
8420999,OS DEMAIS APARELHOS E INSTRUMENTOS PARA PESA,01/12/1992,-
8421101,PULVERIZADORES E POLVILHADORES MANUAIS OU DE,01/12/1992,-
8421102,"PULVERIZADORES E POLVILHADORES MOTORIZADOS,",01/12/1992,-
8421199,OS DEMAIS PULVERIZADORES E POLVILHADORES,01/12/1992,-
8421201,EXTINTORES CONTRA INCENDIO,01/12/1992,-
8421299,OS DEMAIS APARELHOS CONTRA INCENDIO,01/12/1992,-
8421301,PISTOLAS AEROGRAFICAS,01/12/1992,-
8421399,AS DEMAIS PISTOLAS AEROGRAFICAS E APARELHOS,01/12/1992,-
8421401,"MAQUINAS E APARELHOS DE JATO DE AREIA, DE JA",01/12/1992,-
8421801,CABECAS E BOQUILHAS,01/12/1992,-
8421899,AS DEMAIS PARTES E PECAS PARA APARELHOS MECA,01/12/1992,-
8422101,TALHAS MANUAIS E ELETRICAS,01/12/1992,-
8422102,CABRESTANTES E GUINCHOS ELETRICOS,01/12/1992,-
8422199,"AS DEMAIS TALHAS, GUINCHOS E CABRESTANTES",01/12/1992,-
8422201,MACACOS MECANICOS,01/12/1992,-
8422202,MACACOS HIDRAULICOS,01/12/1992,-
8422301,ELEVADORES E ELEVADORES DE CARGA,01/12/1992,-
8422302,PORTICOS E PONTES ROLANTES,01/12/1992,-
8422303,GUINDASTES FIXOS,01/12/1992,-
8422304,GUINDASTES DE AUTOPROPULSAO,01/12/1992,-
8422305,TRANSPORTADORES MECANICOS DE ACAO CONTINUA,01/12/1992,-
8422306,"ELEVADORES E TRANSPORTADPRES, PNEUMATICOS",01/12/1992,-
8422307,OUTROS GUINDADES DIFERENTES DOS DE CABO AERE,01/12/1992,-
8422399,OS DEMAIS ELEVADORES E TRANSPORTADORES,01/12/1992,-
8422801,ROLOS,01/12/1992,-
8422802,DISPOSITIVOS DE SEGURANCA (PARA-QUEDAS),01/12/1992,-
8422899,AS DEMAIS PARTES E PECAS SEPARADAS,01/12/1992,-
8422901,"OUTROS APARELHOS E MAQUINAS DE ELEVACAO, DE",01/12/1992,-
8423199,"OS DEMAIS APARELHOS E MAQUINAS DE EXTRACAO,",01/12/1992,-
8423201,"MOTO-NIVELADORAS (""GRADERS""), COM EXCECAO DA",01/12/1992,-
8423202,""" BULL - DOZERS """,01/12/1992,-
8423203,"RASPADORAS (""SCRAPERS"")",01/12/1992,-
8423204,"MOTO-NIVELADORAS (""GRADERS"") AUTO-PROPULSADA",01/12/1992,-
8423205,"EMPURRADORES DE TERRA ANGULARES (""ANGLEDOZER",01/12/1992,-
8423206,"PAS MECANICAS E ESCAVADEIRAS, AUTO-PROPULSAD",01/12/1992,-
8423299,"AS DEMAIS MAQUINAS PARA ESCAVACAO, ATERRO, N",01/12/1992,-
8423301,"COMPRESSORES MANUAIS, ESTATICOS, DE RODAS PN",01/12/1992,-
8423309,"OS DEMAIS COMPRESSORES MANUAIS, ESTATICOS",01/12/1992,-
8423311,"COMPRESSORES MANUAIS, VIBRATORIOS, DE CILIND",01/12/1992,-
8423312,"COMPRESSORES MANUAIS , VIBRATORIOS , DE PLAC",01/12/1992,-
8423313,"COMPRESSORES MANUAIS , VIBRATORIOS , DE PERC",01/12/1992,-
8423319,"OS DEMAIS COMPRESSORES MANUAIS , VIBRATORIOS",01/12/1992,-
8423321,"COMPRESSORES REBOCAVEIS , ESTATICOS ,  DE CI",01/12/1992,-
8423322,"COMPRESSORES REBOCAVEIS, ESTATICOS, DE RODAS",01/12/1992,-
8423323,PE-DE-CABRA,01/12/1992,-
8423329,"OS DEMAIS COMPRESSORES REBOCAVEIS, ESTATICOS",01/12/1992,-
8423331,"COMPRESSORES REBOCAVEIS, VIBRATORIOS, DE CIL",01/12/1992,-
8423339,AS DEMAIS MAQUINAS COMPRIMIR OU COMPACTAR TE,01/12/1992,-
8423801,FACAS PARA MAQUINAS DA SUBPOSICAO 84.23.2,01/12/1992,-
8423802,PONTAS E DENTES PARA AS MAQUINAS DA SUBPOSIC,01/12/1992,-
8423899,AS DEMAIS PARTES E PECAS,01/12/1992,-
8423901,MARTELETES,01/12/1992,-
8423999,"AS DEMAIS MAQUINAS E APARELHOS, FIXOS OU MOV",01/12/1992,-
8424101,ARADOS DE DISCOS INCLUSIVE OS DE PAS,01/12/1992,-
8424102,ARADOS DE PONTAS OU DENTES,01/12/1992,-
8424103,ARADOS DE DE AIVECA OU RELHA,01/12/1992,-
8424109,OS DEMAIS ARADOS,01/12/1992,-
8424111,GRADES DE DISCOS OU PAS,01/12/1992,-
8424119,AS DEMAIS GRADES,01/12/1992,-
8424121,EXTIRPADORES,01/12/1992,-
8424199,AS DEMAIS MAQUINAS E APARELHOS PARA A PREPAR,01/12/1992,-
8424201,ESPALHADORES OU DISTRIBUIDORES DE ADUBOS,01/12/1992,-
8424202,SEMEADEIRAS E SEMEADEIRAS-ADUBADEIRAS,01/12/1992,-
8424203,PLANTADEIRAS E TRANSPLANTADEIRAS,01/12/1992,-
8424204,CULTIVADORES,01/12/1992,-
8424205,ESCAVADEIRAS PARA O CULTIVO,01/12/1992,-
8424299,"AS DEMAIS MAQUINAS, APARELHOS E INSTRUMENTOS",01/12/1992,-
8424801,PARTES E PECAS SEPARADAS,01/12/1992,-
8424901,ROLOS PARA PREPARAR TERRENOS GRAMADOS,01/12/1992,-
8424999,"AS DEMAIS MAQUINAS , APARELHOS E INSTRUMENTO",01/12/1992,-
8425101,COLHEDEIRAS DE ALGODAO,01/12/1992,-
8425102,COLHEDEIRAS DE CEREAIS E GRAOS,01/12/1992,-
8425103,ENFARDADEIRAS,01/12/1992,-
8425104,CORTADEIRAS DE RELVA,01/12/1992,-
8425105,CEIFADEIRAS,01/12/1992,-
8425106,DEBULHADEIRAS,01/12/1992,-
8425107,OUTRAS MAQUINAS PARA COLHEITA,01/12/1992,-
8425199,"AS DEMAIS MAQUINAS, APARELHOS E INSTRUMENTOS",01/12/1992,-
8425201,MAQUINAS E APARELHOS PARA LIMPEZA DE GRAOS,01/12/1992,-
8425202,SELECIONADORAS DE GRAOS E SEMENTES,01/12/1992,-
8425299,AS DEMAIS MAQUINAS E APARELHOS PARA CLASSIFI,01/12/1992,-
8425301,MAQUINAS E APARELHOS SELECIONADORES DE OVOS,01/12/1992,-
8425399,AS DEMAIS MAQUINAS E APARELHOS SELECIONADORE,01/12/1992,-
8425801,PARTES E PECAS SEPARADAS,01/12/1992,-
8426101,MAQUINAS PARA ORDENHAR,01/12/1992,-
8426102,APARELHOS HOMOGENEIZADORES,01/12/1992,-
8426103,MAQUINAS PARA IRRADIAR O LEITE,01/12/1992,-
8426199,AS DEMAIS MAQUINAS E APARELHOS PARA O TRATAM,01/12/1992,-
8426201,BATEDEIRAS,01/12/1992,-
8426202,AMASSADEIRAS,01/12/1992,-
8426203,BATEDEIRAS - AMASSADEIRAS,01/12/1992,-
8426204,MAQUINAS DE MOLDAR MANTEIGA,01/12/1992,-
8426209,AS DEMAIS MAQUINAS E APARELHOS PARA A TRANSF,01/12/1992,-
8426211,MAQUINAS E APARELHOS PARA HOMOGENEIZAR QUEIJ,01/12/1992,-
8426212,PRENSAS PARA A INDUSTRIA DE QUEIJO,01/12/1992,-
8426213,MAQUINAS DE MOLDAR,01/12/1992,-
8426219,AS DEMAIS MAQUINAS E APARELHOS PARA FABRICAR,01/12/1992,-
8426801,PARTES E PECAS DE MAQUINAS PARA ORDENHAR E O,01/12/1992,-
8427101,"PRENSAS, ESMAGADORES E OUTROS APARELHOS EMPR",01/12/1992,-
8427199,"AS DEMAIS PRENSAS , ESMAGADORES E OUTROS APA",01/12/1992,-
8427801,"PARTES E PECAS PARA PRENSAS , ESMAGADORES E",01/12/1992,-
8428101,ESMAGADORAS E MISTURADORAS DE ADUBOS,01/12/1992,-
8428102,TOSQUIADORAS MECANICAS,01/12/1992,-
8428103,ESMAGADORAS E TRITURADORAS DE CEREAIS,01/12/1992,-
8428199,AS DEMAIS MAQUINAS E APARELHOS PARA AGRICULT,01/12/1992,-
8428201,INCUBADEIRAS,01/12/1992,-
8428202,CRIADEIRAS PARA AVICULTURA,01/12/1992,-
8428203,DEPENADEIRAS AUTOMATICAS,01/12/1992,-
8428299,AS DEMAIS MAQUINAS E APARELHOS PARA AVICULTU,01/12/1992,-
8428301,PRENSAS DE MEL,01/12/1992,-
8428399,AS DEMAIS MAQUINAS E APARELHOS PARA APICULTU,01/12/1992,-
8428801,PARTES E PECAS SEPARADAS,01/12/1992,-
8429101,"MAQUINAS, APARELHOS E INSTRUMENTOS PARA MIST",01/12/1992,-
8429201,"MAQUINAS, APARELHOS E INSTRUMENTOS PARA TRIT",01/12/1992,-
8429301,"MAQUINAS, APARELHOS E INSTRUMENTOS PARA CLAS",01/12/1992,-
8429801,PARTES E PECAS SEPARADAS,01/12/1992,-
8429901,INSTALACOES COMPLETAS PARA MAQUINARIA DA IND,01/12/1992,-
8429999,"AS DEMAIS MAQUINAS, APARELHOS E INSTRUMENTOS",01/12/1992,-
8430101,MAQUINAS E APARELHOS PARA AS INDUSTRIAS DE P,01/12/1992,-
8430201,MAQUINAS E APARELHOS PARA ELABORACAO DO CACA,01/12/1992,-
8430301,"MAQUINAS E APARELHOS PARA PREPARAR CARNES, P",01/12/1992,-
8430401,MAQUINAS E APARELHOS PARA PREPARACAO DE FRUT,01/12/1992,-
8430501,MAQUINAS E APARELHOS PARA FABRICACAO E REFIN,01/12/1992,-
8430601,MAQUINAS E APARELHOS PARA FABRICACAO DE CERV,01/12/1992,-
8430801,PARTES E PECAS SEPARADAS,01/12/1992,-
8431101,MAQUINAS E APARELHOS PARA A FABRICACAO DE PA,01/12/1992,-
8431201,APRESTO PARA FABRICACAO E ACABAMENTO DE PAPE,01/12/1992,-
8431299,AS DEMAIS MAQUINAS E APARELHOS PARA FABRICAC,01/12/1992,-
8431801,PARTES E PECAS PARA MAQUINAS E APARELHOS PAR,01/12/1992,-
8432101,GRAMPEADORAS,01/12/1992,-
8432199,AS DEMAIS MAQUINAS E APARELHOS PARA BROCHURA,01/12/1992,-
8432801,FERROS PARA MAQUINAS DE DOURAR,01/12/1992,-
8432899,AS DEMAIS PARTES E PECAS PARA  MAQUINAS  E A,01/12/1992,-
8433101,GUILHOTINAS E CORTADEIRAS PARA PAPEL E CARTA,01/12/1992,-
8433199,AS DEMAIS MAQUINAS E APARELHOS PARA TRABALHA,01/12/1992,-
8433801,PARTES E PECAS PARA OUTRAS MAQUINAS E APAREL,01/12/1992,-
8434101,MAQUINAS DE FUNDIR E COMPOR CARACTERES  DE I,01/12/1992,-
8434201,TIPOS,01/12/1992,-
8434202,"MAQUINAS ROTATIVOS "" OFFSET """,01/12/1992,-
8434203,CILINDROS IMPRESSORES,01/12/1992,-
8434299,"OS DEMAIS TIPOS, MATRIZES E DEMAIS ELEMENTOS",01/12/1992,-
8434801,PARTES E PECAS SEPARADAS,01/12/1992,-
8435101,"MAQUINAS DE IMPRESSAO PLANAS, DE PLATINA, CO",01/12/1992,-
8435102,"MAQUINAS DE IMPRESSAO PLANAS CHAMADAS ""MINER",01/12/1992,-
8435109,AS DEMAIS MAQUINAS DE IMPRESSAO PLANAS,01/12/1992,-
8435111,"MAQUINAS ROTATIVOS "" OFFSET """,01/12/1992,-
8435119,AS DEMAIS MAQUINAS DE IMPRESSAO ROTATIVAS,01/12/1992,-
8435201,MARGINADORES AUTOMATICOS,01/12/1992,-
8435299,AS DEMAIS MAQUINAS E APARELHOS AUXILIARES DE,01/12/1992,-
8435801,PARTES E PECAS DE MAQUINAS E APARELHOS PARA,01/12/1992,-
8436101,MAQUINAS E APARELHOS PARA FIACAO POR EXTRUSA,01/12/1992,-
8436201,DESCAROCADORES DE ALGODAO,01/12/1992,-
8436299,AS DEMAIS MAQUINAS E APARELHOS PARA A PREPAR,01/12/1992,-
8436301,ESPULADEIRAS,01/12/1992,-
8436399,AS DEMAIS MAQUINAS E APARELHOS PARA A FIACAO,01/12/1992,-
8437101,MAQUINAS E APARELHOS PARA PREPARACAO DE FIOS,01/12/1992,-
8437201,TEARES AUTOMATICOS,01/12/1992,-
8437299,OS DEMAIS TEARES,01/12/1992,-
8437301,"TEARES PARA TECIDOS DE MALHAS, AUTOMATICOS",01/12/1992,-
8437399,OS DEMAIS TEARES PARA TECIDOS DE MALHAS,01/12/1992,-
8437901,MAQUINAS PARA REMALHAR,01/12/1992,-
8437999,"AS DEMAIS MAQUINAS PARA TECER, PARA FAZER TE",01/12/1992,-
8438101,MAQUINAS E APARELHOS AUXILIARES PARA AS MAQU,01/12/1992,-
8438801,GUARNICOES PARA CARDAS,01/12/1992,-
8438809,"AS DEMAIS PARTES, PECAS SEPARADAS E ACESSORI",01/12/1992,-
8438811,"PARTES, PECAS SEPARADAS E ACESSORIOS DOS TEA",01/12/1992,-
8438821,"PARTES, PECAS SEPARADAS E ACESSORIOS, DA MAQ",01/12/1992,-
8439101,MAQUINAS E APARELHOS PARA FABRICACAO E O ACA,01/12/1992,-
8439201,MAQUINAS E APARELHOS DE CHAPELARIA,01/12/1992,-
8439801,PARTES E PECAS PARA MAQUINAS E APARELHOS  PA,01/12/1992,-
8439901,FORMAS DE CHAPELARIA,01/12/1992,-
8439999,OUTRAS MAQUINAS E APARELHOS PARA FABRICACAO,01/12/1992,-
8440101,MAQUINAS DE LAVAR DE USO DOMESTICOS,01/12/1992,-
8440102,"MAQUINAS PARA LAVAR, INDUSTRIAIS",01/12/1992,-
8440103,MAQUINAS DE LIMPAR A SECO,01/12/1992,-
8440104,MAQUINA DE SECAR DE USO INDUSTRIAL,01/12/1992,-
8440105,MAQUINA DE SECAR DE USO DIFERENTE DO INDUSTR,01/12/1992,-
8440199,"AS DEMAIS MAQUINAS E APARELHOS PARA LAVAR, S",01/12/1992,-
8440201,MAQUINAS E APARELHOS PARA BRANQUEAR E TINGIR,01/12/1992,-
8440301,MAQUINAS E APARELHOS PARA O APRESTO E O ACAB,01/12/1992,-
8440401,MAQUINAS DE ESTAMPAR,01/12/1992,-
8440801,PARTES E PECAS SEPARADAS,01/12/1992,-
8441101,MAQUINAS DE COSTURA DE USO DOMESTICO,01/12/1992,-
8441199,"AS DEMAIS MAQUINAS DE COSTURA (PARA TECIDOS,",01/12/1992,-
8441201,CABECOTES DE MAQUINAS DE COSTURA DE USO DOME,01/12/1992,-
8441299,OS DEMAIS CABECOTES DE MAQUINAS DE COSTURA,01/12/1992,-
8441301,AGULHAS PARA MAQUINAS DE COSTURA,01/12/1992,-
8441801,MOVEIS PARA MAQUINAS DE COSTURA,01/12/1992,-
8441899,"AS DEMAIS PARTES, PECAS SEPARADAS DE MAQUINA",01/12/1992,-
8442101,MAQUINAS E APARELHOS PARA PREPARACAO E TRABA,01/12/1992,-
8442201,MAQUINAS E APARELHOS PARA FABRICACAO DE CALC,01/12/1992,-
8442801,PARTES E PECAS SEPARADAS,01/12/1992,-
8443101,"CONVERSORES, COLHERES DE FUNDICAO,LINGOTEIRA",01/12/1992,-
8443801,"PARTES E PECAS PARA CONVERSORES,  COLHERES",01/12/1992,-
8444101,LAMINADORES E TRENS DE LAMINACAO,01/12/1992,-
8444801,CILINDROS PARA LAMINADORES,01/12/1992,-
8444899,"AS DEMAIS PARTES E PECAS PARA LAMINADORES, T",01/12/1992,-
8445101,AFIADEIRAS PARA FOLHAS DE SERRA,01/12/1992,-
8445102,AFIADEIRAS PARA FERRAMENTAS,01/12/1992,-
8445199,AS DEMAIS AFIADEIRAS,01/12/1992,-
8445201,PLAINAS,01/12/1992,-
8445202,LIMADEIRAS MECANICAS E HIDRAULICAS,01/12/1992,-
8445299,AS DEMAIS PLAINAS E LIMADEIRAS,01/12/1992,-
8445301,FRESADEIRAS COPIADEIRAS,01/12/1992,-
8445302,FRESADEIRAS COPIADEIRAS UNIVERSAIS,01/12/1992,-
8445399,AS DEMAIS FRESADEIRAS E MANDRILADEIRAS,01/12/1992,-
8445401,MARTELETES MECANICOS,01/12/1992,-
8445402,MARTELETES PNEUMATICOS,01/12/1992,-
8445403,PRENSAS EXCENTRICAS,01/12/1992,-
8445404,PRENSAS HIDRAULICAS,01/12/1992,-
8445499,AS DEMAIS PRENSAS E MARTELETES,01/12/1992,-
8445501,PERFURADORAS RADIAIS,01/12/1992,-
8445502,FURADEIRAS DE BANCADA,01/12/1992,-
8445503,FURADEIRAS DE COLUNAS,01/12/1992,-
8445599,"AS DEMAIS FURADEIRAS, PERFURADEIRAS E SEMELH",01/12/1992,-
8445601,TORNOS A REVOLVER,01/12/1992,-
8445602,TORNO PARALELO UNIVERSAL,01/12/1992,-
8445699,OS DEMAIS TORNOS,01/12/1992,-
8445701,SERRA DE FITA SEM FIM,01/12/1992,-
8445702,SERRAS CIRCULARES,01/12/1992,-
