12/01/2018 03:42,,,
Código,Descrição,Início de Vigência,Fim de Vigência
3808299,OS DEMAIS DERIVADOS DAS COLOFONIAS OU DOS AC,01/12/1992,-
3808301,ESSENCIA DE RESINA,01/12/1992,-
3808399,OS DEMAIS OLEOS DE RESINA,01/12/1992,-
3809101,ALCATRAO DE PINHO,01/12/1992,-
3809199,OS DEMAIS ALCATROES,01/12/1992,-
3809201,OLEOS DE ALCATROES DE MADEIRA,01/12/1992,-
3809901,CREOSOTO DE MADEIRA,01/12/1992,-
3809902,METILENO,01/12/1992,-
3809903,OLEO DE ACETONA,01/12/1992,-
3809904,PEZ VEGETAL,01/12/1992,-
3809905,PEZ DE CERVEJEIROS E PRODUTOS SEMELHANTES,01/12/1992,-
3809906,AGLOMERANTES PARA NUCLEOS DE FUNDICAO,01/12/1992,-
3811101,DESINFETANTE A BASE DE ENXOFRE MOLHAVEL,01/12/1992,-
3811199,OS DEMAIS DESINFETANTES,01/12/1992,-
3811201,INSETICIDA A BASE DE PIRETRO,01/12/1992,-
3811202,INSETICIDA A BASE DE ENXOFRE MOLHAVEL,01/12/1992,-
3811299,AS DEMAIS INSETICIDAS,01/12/1992,-
3811301,FUNGICIDA A BASE DE COMPOSTOS DE COBRE,01/12/1992,-
3811302,FUNGICIDA A BASE DE ETILENO-BIS-DITIOCARBAMA,01/12/1992,-
3811303,FUNGICIDA A BASE DE ENXOFRE MOLHAVEL,01/12/1992,-
3811399,AS DEMAIS FUNGICIDAS,01/12/1992,-
3811401,HERBICIDA A BASE DE COMPOSTOS DE COBRE,01/12/1992,-
3811402,HERBICIDA A BASE DE ESTERES DE AMINAS DOS AC,01/12/1992,-
3811499,AS DEMAIS HERBICIDAS,01/12/1992,-
3811501,INIBIDOR DE GERMINACAO A BASE DE ESTERES E A,01/12/1992,-
3811599,OS DEMAIS INIBIDORES DE GERMINACAO,01/12/1992,-
3811601,PAPEIS MATA-MOSCAS,01/12/1992,-
3811602,OUTROS INSETICIDAS APRESENTADOS EM RECIPIENT,01/12/1992,-
3811603,DESINFETANTES,01/12/1992,-
3811604,FUNGICIDAS,01/12/1992,-
3811605,HERBICIDAS,01/12/1992,-
3811699,OS DEMAIS PRODUTOS APRESENTADOS EM RECIPIENT,01/12/1992,-
3811901,RATICIDAS,01/12/1992,-
3811902,REGULADORES DO CRESCIMENTO DAS PLANTAS,01/12/1992,-
3811999,OS DEMAIS PRODUTOS SEMELHANTES,01/12/1992,-
3812101,PREPARACOES PARA ACABAMENTO E APRESTOS PREPA,01/12/1992,-
3812199,AS DEMAIS PREPARACOES PARA ACABAMENTO E APRE,01/12/1992,-
3812201,MORDENTES PREPARADOS PARA TEXTEIS,01/12/1992,-
3812299,OS DEMAIS MORDENTES PREPARADOS,01/12/1992,-
3813001,PREPARACOES PARA DECAPAGEM DOS METAIS,01/12/1992,-
3813002,FLUXOS PARA SOLDAR E OUTROS COMPOSTOS AUXILI,01/12/1992,-
3813099,AS DEMAIS PREPARACOES CONSTITUIDOS DO METAL,01/12/1992,-
3814001,"PREPARACOES ANTIDETONANTES, ANTIOXIDANTES,",01/12/1992,-
3815001,"COMPOSICOES CHAMADAS ""ACELERADORES DE VULCAN",01/12/1992,-
3816001,MEIOS DE CULTURA PREPARADOS PARA O DESENVOLV,01/12/1992,-
3817001,GRANADAS E BOMBAS EXTINTORAS,01/12/1992,-
3817099,AS DEMAIS MISTURAS E CARGAS PARA APARELHOS E,01/12/1992,-
3818001,SOLVENTES E DILUENTES COMPOSTOS PARA VERNIZE,01/12/1992,-
3819001,"CIMENTOS, ARGAMASSAS E PREPARACOES SEMELHANT",01/12/1992,-
3819002,ACIDOS NAFTENICOS E SEUS SAIS,01/12/1992,-
3819003,SULFONATOS DE PETROLEO,01/12/1992,-
3819004,POLICLORODIFENILOS LIQUIDOS,01/12/1992,-
3819005,CLOROPARAFINAS LIQUIDAS,01/12/1992,-
3819006,OLEOS DE FUSEL E DE DIPPEL,01/12/1992,-
3819007,PRODUTOS PARA O INTERCAMBIO DE IONS E OUTRAS,01/12/1992,-
3819008,PREPARACOES DESINCRUSTANTES,01/12/1992,-
3819009,CATALIZADORES COMPOSTOS,01/12/1992,-
3819010,"ENDURECEDORES COMPOSTOS PARA RESINAS, VERNIZ",01/12/1992,-
3819011,PREPARACOES ABSORVENTES PARA VALVULAS OU TUB,01/12/1992,-
3819012,PREPARACOES ANTICONGELANTES,01/12/1992,-
3819013,PREPARACOES ANTIOXIDANTES PARA BORRACHA,01/12/1992,-
3819014,PREPARACOES ANTIACIDOS PARA CIMENTOS,01/12/1992,-
3819015,"LIQUIDOS PARA TRANSMISSOES HIDRAULICAS, EXCE",01/12/1992,-
3819016,BASE PARA GOMA DE MASCAR,01/12/1992,-
3819017,PREPARACOES PARA CLARIFICACAO DE BEBIDAS,01/12/1992,-
3819018,PREPARACOES PLASTIFICANTES,01/12/1992,-
3819019,CONES DE FUSAO (CONES DE SEGER),01/12/1992,-
3819020,CAL SODADA,01/12/1992,-
3819021,REATIVOS COMPOSTOS PARA DIAGNOSTICO E LABORA,01/12/1992,-
3819022,SILICA-GEL COLORIDA,01/12/1992,-
3819023,OXIDO DE FERRO ALCALINIZADOS,01/12/1992,-
3819024,PREPARACOES PARA CONCENTRACAO DE MINERAIS,01/12/1992,-
3819025,DODECILBENZENO,01/12/1992,-
3819026,MISTURAS DE CLOROFLUOROMETANOS,01/12/1992,-
3819099,OS DEMAIS PRODUTOS QUIMICOS E PREPARACOES DA,01/12/1992,-
3901101,FENOPLASTICOS (FENOL FORMALDEIDO E OUTROS),01/12/1992,-
3901102,"AMINOPLASTICOS (UREIA FORMALDEIDO, MELAMINAF",01/12/1992,-
3901103,"RESINAS ALQUIDICAS (GLICEROFTALICAS, GLICERO",01/12/1992,-
3901104,RESINAS POLIESTERES,01/12/1992,-
3901105,POLIAMIDAS,01/12/1992,-
3901106,POLIURETANOS,01/12/1992,-
3901107,RESINAS EPOXIDO OU ETOXILINAS,01/12/1992,-
3901108,SILICONES,01/12/1992,-
3901199,OS DEMAIS PRODUTOS EM ESTADOS LIQUIDOS OU PA,01/12/1992,-
3901201,FENOPLASTICOS (FENOL FORMALDEIDO E OUTROS),01/12/1992,-
3901202,"AMINOPLASTICOS (UREIA FORMALDEIDO, MELAMINAF",01/12/1992,-
3901203,"RESINAS ALQUIDICAS (GLICEROFTALICAS, GLICERO",01/12/1992,-
3901204,RESINAS POLIESTERES,01/12/1992,-
3901205,POLIAMIDAS,01/12/1992,-
3901206,POLIURETANOS,01/12/1992,-
3901207,RESINAS EPOXIDO OU ETOXILINAS,01/12/1992,-
3901208,SILICONES,01/12/1992,-
3901209,TROCADORES DE IONS,01/12/1992,-
3901299,"OS DEMAIS PRODUTOS EM POS, GRANULOS, ESCAMAS",01/12/1992,-
3901301,FENOPLASTICOS (FENOL FORMALDEIDO E OUTROS),01/12/1992,-
3901302,"AMINOPLASTICOS (UREIA FORMALDEIDO, MELAMINOF",01/12/1992,-
3901303,"RESINAS ALQUIDEAS (GLICEROFTALICAS, GLICEROM",01/12/1992,-
3901304,RESINAS POLIESTERES,01/12/1992,-
3901305,POLIAMIDAS,01/12/1992,-
3901306,POLIURETANOS,01/12/1992,-
3901307,RESINAS EPOXIDO OU ETOXILINAS,01/12/1992,-
3901308,SILICONES,01/12/1992,-
3901399,OS DEMAIS MONOFILAMENTOS (COM MAIS DE 1 MILI,01/12/1992,-
3901401,FENOPLASTICOS (FENOL FORMALDEIDO E OUTROS),01/12/1992,-
3901402,"AMINOPLASTICOS (UREIA FORMALDEIDO, MELAMINAF",01/12/1992,-
3901403,"RESINAS ALQUIDICAS (GLICEROFTALICAS, GLICERO",01/12/1992,-
3901404,RESINAS POLIESTERES,01/12/1992,-
3901405,POLIAMIDAS,01/12/1992,-
3901406,POLIURETANOS,01/12/1992,-
3901407,RESINAS EPOXIDO OU ETOXILINAS,01/12/1992,-
3901408,SILICONES,01/12/1992,-
3901499,"AS DEMAIS CHAPAS, FOLHAS, PELICULAS, FITAS O",01/12/1992,-
3902101,POLIETILENO,01/12/1992,-
3902102,POLIESTIRENO E SEUS COPOLIMEROS,01/12/1992,-
3902103,ACETATO DE POLIVINILA,01/12/1992,-
3902104,CLORETO DE POLIVINILA,01/12/1992,-
3902105,CLOROACETATO DE POLIVINILA,01/12/1992,-
3902106,VINILIDENICOS,01/12/1992,-
3902107,"POLIACRILICOS, POLIMETACRILICOS E COPOLIMERO",01/12/1992,-
3902108,CUMARONA-INDENO,01/12/1992,-
3902109,POLIPROPILENO,01/12/1992,-
3902110,COPOLIMEROS DE CLORETO DE VINILA E DE ACETAT,01/12/1992,-
3902199,OS DEMAIS PRODUTOS LIQUIDOS OU PASTOSOS  (IN,01/12/1992,-
3902201,POLIETILENO,01/12/1992,-
3902202,POLIESTIRENO E SEUS COPOLIMEROS,01/12/1992,-
3902203,ACETATO DE POLIVINILA,01/12/1992,-
3902204,CLORETO DE POLIVINILA,01/12/1992,-
3902205,CLOROACETATO DE POLIVINILA,01/12/1992,-
3902206,VINILIDENICOS,01/12/1992,-
3902207,"POLIACRILICOS, POLIMETACRILICOS E COPOLIMERO",01/12/1992,-
3902208,CUMARONA-INDENO,01/12/1992,-
3902209,TROCADORES DE IONS,01/12/1992,-
3902210,POLIPROPILENO,01/12/1992,-
3902211,COPOLIMEROS DE CLORETO DE VINILA E DE ACETAT,01/12/1992,-
3902299,"OS DEMAIS PRODUTOS DESTA POSICAO EM POS, GRA",01/12/1992,-
3902301,"POLIETILENO, EXCETO DESPERDICIOS E RESTOS DE",01/12/1992,-
3902302,POLIETILENO EM DESPERDICIOS E RESTOS DE MANU,01/12/1992,-
3902303,POLIPROPILENO,01/12/1992,-
3902304,"POLIESTIRENOS E SEUS COPOLIMEROS, EXCETO DES",01/12/1992,-
3902305,POLIESTIRENOS E SEUS COPOLIMEROS EM DESPERDI,01/12/1992,-
3902306,"CLORETO DE POLIVINILA, EXCETO DESPERDICIOS E",01/12/1992,-
3902307,CLORETO DE POLIVINILA EM DESPERDICIOS E REST,01/12/1992,-
3902308,COPOLIMEROS DE CLORETO DE VINILA E DE ACETAT,01/12/1992,-
3902309,COPOLIMEROS DE CLORETO DE VINILA E DE ACETAT,01/12/1992,-
3902310,"POLIACRILICOS, POLIMETACRILICOS E COPOLIMERO",01/12/1992,-
3902311,ACETATO DE POLIVINILA,01/12/1992,-
3902399,0S DEMAIS MONOFILAMENTOS (COM MAIS DE 1 MILI,01/12/1992,-
3902401,POLIETILENO,01/12/1992,-
3902402,POLIPROPILENO,01/12/1992,-
3902403,POLIESTIRENO E SEUS COPOLIMEROS,01/12/1992,-
3902404,"CLORETO DE POLIVINILA EM FORMA DE CHAPAS, LA",01/12/1992,-
3902405,"CLORETO DE POLIVINILA EM FORMA DE CHAPAS, PE",01/12/1992,-
3902406,COPOLIMEROS DE CLORETO DE VINILA E DE ACETAT,01/12/1992,-
3902407,COPOLIMEROS DE CLORETO DE VINILA E DE ACETAT,01/12/1992,-
3902408,"POLIACRILICOS, POLIMETACRILICOS E COPOLIMERO",01/12/1992,-
3902409,ACETATO DE POLIVINILA,01/12/1992,-
3902499,"AS DEMAIS CHAPAS, FOLHAS, PELICULAS, FITAS O",01/12/1992,-
3903101,FIBRA VULCANIZADA,01/12/1992,-
3903201,"PELICULAS, LAMINAS OU FOLHAS (CELOFASE)",01/12/1992,-
3903299,AS DEMAIS CELULOSE REGENERADA,01/12/1992,-
3903301,NITRATO DE CELULOSE,01/12/1992,-
3903302,ACETATO DE CELULOSE,01/12/1992,-
3903303,ACETOBUTIRATO DE CELULOSE,01/12/1992,-
3903304,METIL CELULOSE,01/12/1992,-
3903305,ETIL CELULOSE,01/12/1992,-
3903306,"CARBOXIMETIL CELULOSE, LIQUIDO OU PASTOSO",01/12/1992,-
3903307,PROPIONATO DE CELULOSE,01/12/1992,-
3903399,OS DEMAIS ESTERES E ETERES E DEMAIS DERIVADO,01/12/1992,-
3903401,"NITRATO DE CELULOSE, NAO PLASTIFICADO",01/12/1992,-
3903402,ACETATOS DE CELULOSE,01/12/1992,-
3903403,ACETOBUTIRATO DE CELULOSE,01/12/1992,-
3903404,METIL CELULOSE,01/12/1992,-
3903405,ETIL CELULOSE,01/12/1992,-
3903406,CARBOXIMETIL CELULOSE,01/12/1992,-
3903407,PROPIONATO DE CELULOSE,01/12/1992,-
3903411,"NITRATOS DE CELULOSE, PLASTIFICADOS",01/12/1992,-
3903412,ACETATOS DE CELULOSE,01/12/1992,-
3903416,CARBOXIMETIL CELULOSE,01/12/1992,-
3904001,MATERIAS ALBUMINOIDES ENDURECIDAS  (CASEINA,01/12/1992,-
3904002,MATERIAS ALBUMINOIDES ENDURECIDAS (CASEINA E,01/12/1992,-
3904003,MATERIAS ALBUMINOIDES ENDURECIDAS (CASEINA E,01/12/1992,-
3904099,AS DEMAIS MATERIAS ALBUMINOIDES ENDURECIDAS,01/12/1992,-
3905101,"ESTERES DE RESINAS (""ESTERGUMS"")",01/12/1992,-
3905199,AS DEMAIS GOMAS FUNDIDAS,01/12/1992,-
3905209,OS DEMAIS DERIVADOS QUIMICOS DA BORRACHA NAT,01/12/1992,-
3905211,BORRACHA CLORADA,01/12/1992,-
3905219,OS DEMAIS DERIVADOS QUIMICOS DE BORRACHA NAT,01/12/1992,-
3905221,BORRACHA CLOROIDRATADA,01/12/1992,-
3905229,OS DEMAIS DERIVADOS QUIMICOS DA BORRACHA NAT,01/12/1992,-
3905231,BORRACHA CLOROIDRATADA,01/12/1992,-
3905239,OS DEMAIS DERIVADOS QUIMICOS DA BORRACHA NAT,01/12/1992,-
3905299,OS DEMAIS DERIVADOS QUIMICOS DA BORRACHA NAT,01/12/1992,-
3906101,"ACIDO ALGINICO, SEUS ESTERES E SAIS",01/12/1992,-
3906102,ESTERES E ETERES DE AMIDO,01/12/1992,-
3906199,"OS DEMAIS ALTOS-POLIMEROS, RESINAS ARTIFICAI",01/12/1992,-
3906201,"MONOFILAMENTOS, TUBOS, BARRAS, VARETAS OU PE",01/12/1992,-
3906301,"CHAPAS, FOLHAS, FITAS E TIRAS",01/12/1992,-
3907001,"TUBOS, VARETAS, BARRAS E PERFILADOS, FURADOS",01/12/1992,-
3907002,"PERSIANAS DE ENROLAR, PERSIANAS VENEZIANAS,",01/12/1992,-
3907003,"ARTIGOS PARA TRANSPORTAR OU ACONDICIONAR, IN",01/12/1992,-
3907004,OBJETOS DE HIGIENE OU DE TOUCADOR,01/12/1992,-
3907005,OBJETOS PARA ORNAMENTACAO DE INTERIORES E OB,01/12/1992,-
3907006,ARTIGOS DE ESCRITORIO E ARTIGOS ESCOLARES,01/12/1992,-
3907007,VESTUARIO E SEUS ACESSORIOS,01/12/1992,-
3907008,ARTIGOS DE ILUMINACAO ELETRICA,01/12/1992,-
3907099,AS DEMAIS MANUFATURAS DAS MATERIAS DAS POSIC,01/12/1992,-
4001101,"LATEX, CONCENTRADO OU ESTABILIZADO",01/12/1992,-
4001102,"LATEX, PRE-VULCANIZADO",01/12/1992,-
4001103,MISTURA DE LATEX DE BORRACHA NATURAL E DE LA,01/12/1992,-
4001199,OS DEMAIS LATEX,01/12/1992,-
4001201,FOLHAS DEFUMADAS,01/12/1992,-
4001202,FOLHAS CREPADAS,01/12/1992,-
4001203,BORRACHA NATURAL EM PO,01/12/1992,-
4001299,AS DEMAIS BORRACHAS NATURAIS,01/12/1992,-
4001301,BALATA,01/12/1992,-
4001401,GUTA-PERCHA,01/12/1992,-
4001901,CHICLE,01/12/1992,-
4001902,GUAYULE,01/12/1992,-
4001903,MACARANDUBA,01/12/1992,-
4001999,AS DEMAIS GOMAS NATURAIS SEMELHANTES,01/12/1992,-
4002101,CIS-POLIISOPROPENO ( IR ),01/12/1992,-
4002102,POLIBUTADIENO ( BR ),01/12/1992,-
4002103,POLICLOROBUTADIENO ( CR ),01/12/1992,-
4002104,POLIBUTADIENO-ESTIRENO (SBR),01/12/1992,-
4002105,POLICLOROBUTADIENO-ACRILONITRILO ( NCR ),01/12/1992,-
4002106,POLIBUTADIENO-ACRILONITRILO ( NBR ),01/12/1992,-
4002107,BORRACHA BUTILA ( IIR ),01/12/1992,-
4002108,TIOPLASTICOS ( POLISSULFETOS ) ( TM ),01/12/1992,-
4002199,"OS DEMAIS LATEX DE BORRACHA SINTETICA, MESMO",01/12/1992,-
4002201,CIS-POLIISOPRENO ( IR ),01/12/1992,-
4002202,POLIBUTADIENO (BR),01/12/1992,-
4002203,POLICLOROBUTADIENO (CR),01/12/1992,-
4002204,POLIBUTADIENO-ESTIRENO (SBR),01/12/1992,-
4002205,POLICLOROBUTADIENO-ACRILONITRILO ( NCR ),01/12/1992,-
4002206,POLIBUTADIENO-ACRILONITRILO ( NRB ),01/12/1992,-
4002207,BORRACHA BUTILA (IIR),01/12/1992,-
4002208,TIOPLASTICOS ( POLISSULFETOS ) ( TM ),01/12/1992,-
4002299,AS DEMAIS BORRACHAS SINTETICAS,01/12/1992,-
4002301,SUBSTITUTO DA BORRACHA DERIVADA DE OLEOS,01/12/1992,-
4003001,BORRACHA REGENERADA,01/12/1992,-
4004001,RESIDUOS E APARAS DE BORRACHA NAO ENDURECIDA,01/12/1992,-
4005101,"CHAPAS, FOLHAS E TIRAS CONSTITUIDAS POR MIST",01/12/1992,-
4005102,"CHAPAS, FOLHAS E TIRAS CONSTITUIDAS POR TECI",01/12/1992,-
4005103,"CHAPAS, FOLHAS E TIRAS ADICIONADAS COM OUTRA",01/12/1992,-
4005199,"AS DEMAIS CHAPAS, FOLHAS E TIRAS DE BORRACHA",01/12/1992,-
4005201,"MISTURAS CHAMADAS ""MISTURAS MESTRAS""",01/12/1992,-
4005299,AS DEMAIS MISTURAS,01/12/1992,-
4006101,SOLUCOES E DISPERSOES DE LATEX DE BORRACHA N,01/12/1992,-
4006102,SOLUCOES E DISPERSOES DE BORRACHA NATURAL OU,01/12/1992,-
4006201,"CHAPAS, FOLHAS E TIRAS COM TRABALHO DIFERENT",01/12/1992,-
4006202,TIRAS PARA RECUPERACAO DE AROS DE PNEUMATICO,01/12/1992,-
4006203,TUBOS,01/12/1992,-
4006299,"AS DEMAIS FOLHAS, CHAPAS, TIRAS, TUBOS, VARE",01/12/1992,-
4006901,FIOS TEXTEIS IMPREGNADOS OU REVESTIDOS DE LA,01/12/1992,-
4006902,"ARRUELAS, JUNTAS E ARTIGOS SEMELHANTES",01/12/1992,-
4006999,"AS DEMAIS BORRACHAS (OU LATEX DE BORRACHA),",01/12/1992,-
4007001,"FIOS E CORDAS DE BORRACHA VULCANIZADA, INCLU",01/12/1992,-
4008001,"CHAPAS, FOLHAS E TIRAS, DE BORRACHA VULCANIZ",01/12/1992,-
4008099,"OS DEMAIS PERFILADOS E VARETAS, DE BORRACHA",01/12/1992,-
4009001,TUBOS DE BORRACHA VULCANIZADA NAO ENDURECIDA,01/12/1992,-
4010001,"CORREIAS TRANSPORTADORAS OU DE TRANSMISSAO,",01/12/1992,-
4011101,"PNEUMATICOS PARA MAQUINAS AGRICOLAS, PARA MA",01/12/1992,-
4011102,PNEUMATICOS NOVOS PARA AVIOES,01/12/1992,-
4011103,"PNEUMATICOS NOVOS, PARA VEICULOS PARTICULARE",01/12/1992,-
4011104,"PNEUMATICOS NOVOS, PARA ONIBUS, ATUO-CARROS",01/12/1992,-
4011105,"PNEUMATICOS NOVOS, PARA MOTOCICLOS (INCLUSIV",01/12/1992,-
4011199,OS DEMAIS PNEUMATICOS (INCLUSIVE OS PNEUMATI,01/12/1992,-
4011201,"CAMARAS-DE-AR PARA MAQUINAS AGRICOLAS, PARA",01/12/1992,-
4011202,CAMARAS-DE-AR PARA AVIOES,01/12/1992,-
4011299,AS DEMAIS CAMARAS-DE-AR,01/12/1992,-
4011901,"PROTETORES (""FLAPS"")",01/12/1992,-
4011999,"OS DEMAIS OUTROS AROS (MACICOS OU NAO), PARA",01/12/1992,-
4012001,SACOS PARA AGUA QUENTE OU GELO,01/12/1992,-
4012002,SERINGAS E PERAS,01/12/1992,-
4012003,PRESERVATIVOS,01/12/1992,-
4012099,OS DEMAIS ARTIGOS PARA USOS HIGIENICOS E FAR,01/12/1992,-
4013001,"VESTUARIO, LUVAS E ACESSORIOS DE VESTUARIO,",01/12/1992,-
4013002,VESTIMENTA PARA MERGULHADORES,01/12/1992,-
4013003,"LUVAS DE BORRACHA VULCANIZADA, NAO ENDURECID",01/12/1992,-
4013099,"OS DEMAIS VESTUARIOS, PARA QUALQUER USO, DE",01/12/1992,-
4014001,ROLHAS,01/12/1992,-
4014099,AS DEMAIS MANUFATURAS DE BORRACHA VULCANIZAD,01/12/1992,-
4015001,"BORRACHA ENDURECIDA (EBONITE) EM CHAPAS, FOL",01/12/1992,-
4015099,OS DEMAIS BORRACHA ENDURECIDA (EBONITE) EM M,01/12/1992,-
4016001,"CHAPAS, FOLHAS E TIRAS RECORTADAS EM FORMA D",01/12/1992,-
4016099,AS DEMAIS MANUFATURAS DE BORRACHA ENDURECIDA,01/12/1992,-
4101101,"PELES DE BOVINOS EM BRUTO, FRESCAS, SECAS OU",01/12/1992,-
4101102,"PELES DE BOVINOS EM BRUTO, TRATADAS COM SAL",01/12/1992,-
4101103,"PELES DE BOVINOS EM BRUTO, FRESCAS SECAS OU",01/12/1992,-
4101104,"PELES DE BEZERROS EM BRUTO (FRESCAS, SECAS,",01/12/1992,-
4101201,"PELOS EM BRUTO, DE EQUINOS, FRESCAS, SECAS,",01/12/1992,-
4101202,"PELES EM BRUTO, DE EQUINOS, TRATADOS COM CAL",01/12/1992,-
4101203,"PELES DE EQUINOS EM BRUTO (FRESCAS, SECAS, S",01/12/1992,-
4101301,"PELES DE CAPRINOS EM BRUTO, FRESCAS, SECAS O",01/12/1992,-
4101302,"PELES DE CAPRINOS EM BRUTO, TRATADAS COM CAL",01/12/1992,-
4101303,"PELES DE CAPRINOS EM BRUTO, FRESCAS, SECAS,",01/12/1992,-
4101401,"PELES DE OVINOS EM BRUTO, FRESCAS, SECAS OU",01/12/1992,-
4101402,"PELES DE OVINOS EM BRUTO, FRESCAS, SECAS OU",01/12/1992,-
4101403,"PELES DE OVINOS EM BRUTO, TRATADAS COM CAL O",01/12/1992,-
4101404,"PELES DE OVINOS EM BRUTO, TRATADAS COM CAL O",01/12/1992,-
4101901,"PELES DE CAPIVARA EM BRUTO (FRESCAS, SECAS,",01/12/1992,-
4101902,"PELES DE COBRA, JACARE E LAGARTOS EM BRUTO",01/12/1992,-
4101903,"PELES DE VEADO, GAMO E CAITITU EM BRUTO (FRE",01/12/1992,-
4101999,"AS DEMAIS PELES EM BRUTO (FRESCAS, SECAS, SA",01/12/1992,-
4102101,"COUROS E PELES DE BEZERROS PREPARADOS, DIFER",01/12/1992,-
4102102,"COUROS E PELES DE BOVINOS (VACUNS), VARIEDAD",01/12/1992,-
4102199,OS DEMAIS COUROS E PELES DE BOVINOS (INCLUSI,01/12/1992,-
4102201,"PELES DE EQUINO, PREPARADAS, DIFERENTES DAS",01/12/1992,-
4102301,APERGAMINHADOS DE BEZERRO (BOVINO),01/12/1992,-
4102399,OS DEMAIS APERGAMINHADOS (DE BOVINOS OU DE E,01/12/1992,-
4103001,APERGAMINHADOS,01/12/1992,-
4103099,"PELES DE OVINOS PREPARADAS, DIFERENTES DAS C",01/12/1992,-
4104099,"PELES DE CAPRINOS PREPARADAS, DIFERENTES  DA",01/12/1992,-
4105001,"PELES PREPARADAS DE REPTEIS, COM EXCECAO DAS",01/12/1992,-
4105099,AS DEMAIS PELES PREPARADAS DE OUTROS ANIMAIS,01/12/1992,-
4106001,COUROS E PELES ACAMURCADOS,01/12/1992,-
4108101,"COUROS E PELES ENVERNIZADAS, ""CHAROLADOS""",01/12/1992,-
4108199,"OS DEMAIS COUROS E PELES, ENVERNIZADOS",01/12/1992,-
4108201,"COUROS E PELES METALIZADOS, COM OURO",01/12/1992,-
4108299,"OS DEMAIS COUROS E PELES, METALIZADOS",01/12/1992,-
4109001,APARAS E RESIDUOS DE COURO NATURAL,01/12/1992,-
4109002,PO E FARINHA DE COURO NATURAL,01/12/1992,-
4110001,COUROS ARTIFICAIS OU RECONSTITUIDOS A BASE D,01/12/1992,-
4201001,"ARTIGOS DE SELEIRO E CORREEIRO, PARA TODO O",01/12/1992,-
4201099,"OS DEMAIS ARTIGOS DE SELEIRO E CORREEIRO, PA",01/12/1992,-
4202101,BOLSAS DE COURO,01/12/1992,-
4202102,"ARTIGOS DE VIAGEM E ESTOJOS TOUCADOR, DE COU",01/12/1992,-
4202103,"CARTEIRAS E PORTA-DOCUMENTOS, DE COURO",01/12/1992,-
4202199,OS DEMAIS ARTIGOS DE COURO,01/12/1992,-
4202201,BOLSAS DE OUTRAS MATERIAS,01/12/1992,-
4202202,"ARTIGOS DE VIAGEM E ESTOJOS DE TOUCADOR, DE",01/12/1992,-
4202203,"CARTEIRAS E PORTA-DOCUMENTOS, DE OUTRAS MATE",01/12/1992,-
4202299,OS DEMAIS ARTIGOS DE OUTRAS MATERIAS,01/12/1992,-
4203101,"LUVAS PARA OPERARIOS E PROFISSIONAIS, DE COU",01/12/1992,-
4203199,OS DEMAIS PROTETORES PARA OPERARIOS E PROFIS,01/12/1992,-
4203901,"LUVAS DE COURO NATURAL, ARTIFICIAL OU RECONS",01/12/1992,-
4203999,"OS DEMAIS VESTUARIOS E SEUS ACESSORIOS, DE C",01/12/1992,-
4204001,CORREIAS PARA TRANSMISSAO,01/12/1992,-
4204002,CORREIAS TRANSPORTADORAS,01/12/1992,-
4204003,JUNTAS,01/12/1992,-
4204004,"ARTIGOS ESPECIAIS PARA MAQUINARIA TEXTEIL, T",01/12/1992,-
4204005,TUBOS E MANGUEIRAS,01/12/1992,-
4204099,"OS DEMAIS ARTIGOS DE COURO NATURAL, ARTIFICI",01/12/1992,-
4205001,PASTAS PARA ESCRITORIO,01/12/1992,-
4205099,OS DEMAIS OUTRAS MANUFATURAS DE COURO NATURA,01/12/1992,-
4206001,MANUFATURAS DE TRIPAS,01/12/1992,-
4206099,AS DEMAIS MANUFATURAS DE BEXIGAS E TENDOES,01/12/1992,-
4301001,"PELETERIA DE ARIRANHA, EM BRUTO",01/12/1992,-
4301002,"PELETERIA DE COELHO OU LEBRE, EM BRUTO",01/12/1992,-
4301003,"PELETERIA DE JAGUAR, EM BRUTO",01/12/1992,-
4301004,"PELETERIA DE LOBO-DO-MAR OU DE RIO, EM BRUTO",01/12/1992,-
4301005,"PELETERIA DE NUTRIA, EM BRUTO",01/12/1992,-
4301006,"PELETERIA DE ""VISON"", EM BRUTO",01/12/1992,-
4301007,"PELETERIA DE ONCA, EM BRUTO",01/12/1992,-
4301099,AS DEMAIS PELETERIA EM BRUTO,01/12/1992,-
4302101,PELES CURTIDAS OU PREPARADAS DE COELHO OU LE,01/12/1992,-
4302102,PELES CURTIDAS OU PREPARADAS DE LOBO-DO-MAR,01/12/1992,-
4302103,PELES CURTIDAS OU PREPARADAS DE NUTRIA,01/12/1992,-
4302104,"PELES CURTIDAS OU PREPARADAS DE ""VISON""",01/12/1992,-
4302105,PELES CURTIDAS OU PREPARADAS DE OVINOS  (AST,01/12/1992,-
4302199,AS DEMAIS PELES CURTIDAS OU PREPARADAS,01/12/1992,-
4302201,"RESIDUOS E APARAS, NAO COSTURADOS",01/12/1992,-
4303001,PELETERIA MANUFATURADA OU CONFECCIONADA,01/12/1992,-
4304001,"PELETERIA ARTIFICIAL, CONFECCIONADA OU NAO",01/12/1992,-
4401001,LENHA,01/12/1992,-
4401002,"RESIDUOS DE MADEIRA, INCLUSIVE A SERRAGEM",01/12/1992,-
4402001,CARVAO VEGETAL (INCLUSIVE O CARVAO DE CASCAS,01/12/1992,-
